DataDate,UpdateTime,AcctIDByMXZ,SecurityID,WindCode,Symbol,TgtQty,MarginOrNotMark,AvlQtyInPrivatePool,AvlQtyInPublicPool,QuotaRealTime,QuotaToTerminate,QuotaOnLastTrdDate,OrdQtyFromPublicSecLoan,OrdQtyFromPrivateSecLoan,OrdQtyFromPrivateSSQSecLoan,OrdQtyFromPrivateJPQSecLoan,OrdQtyFromOutsideSource
20210222,000651,3031_m_hait_1905,000004,000004.SZ,国华网安,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000005,000005.SZ,世纪星源,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000007,000007.SZ,全新好,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000014,000014.SZ,沙河股份,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000020,000020.SZ,深华发A,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000023,000023.SZ,深天地A,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000026,000026.SZ,飞亚达,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000040,000040.SZ,东旭蓝天,0,1,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000048,000048.SZ,京基智农,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000056,000056.SZ,皇庭国际,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000100,000100.SZ,TCL科技,21100,1,0,0,N/A,0,0,0,0,0,0,21100
20210222,000651,3031_m_hait_1905,000150,000150.SZ,宜华健康,0,1,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000151,000151.SZ,中成股份,27900,1,0,0,N/A,0,0,0,0,0,0,27900
20210222,000651,3031_m_hait_1905,000155,000155.SZ,川能动力,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000159,000159.SZ,国际实业,36700,1,0,0,N/A,0,0,0,0,0,0,36700
20210222,000651,3031_m_hait_1905,000410,000410.SZ,*ST沈机,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000413,000413.SZ,东旭光电,0,1,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000415,000415.SZ,渤海租赁,0,1,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000416,000416.SZ,民生控股,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000428,000428.SZ,华天酒店,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000488,000488.SZ,晨鸣纸业,16600,1,0,0,N/A,0,0,0,0,0,0,16600
20210222,000651,3031_m_hait_1905,000502,000502.SZ,绿景控股,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000503,000503.SZ,国新健康,27500,1,0,0,N/A,0,0,0,0,0,0,27500
20210222,000651,3031_m_hait_1905,000506,000506.SZ,中润资源,0,1,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000509,000509.SZ,*ST华塑,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000521,000521.SZ,长虹美菱,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000523,000523.SZ,广州浪奇,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000536,000536.SZ,*ST华映,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000545,000545.SZ,金浦钛业,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000558,000558.SZ,莱茵体育,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000566,000566.SZ,海南海药,30800,1,0,0,N/A,0,0,0,0,0,0,30800
20210222,000651,3031_m_hait_1905,000571,000571.SZ,*ST大洲,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000572,000572.SZ,ST海马,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000573,000573.SZ,粤宏远A,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000584,000584.SZ,哈工智能,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000651,3031_m_hait_1905,000585,000585.SZ,*ST东电,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000587,000587.SZ,*ST金洲,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000590,000590.SZ,启迪药业,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000595,000595.SZ,*ST宝实,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000606,000606.SZ,顺利办,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000608,000608.SZ,阳光股份,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000609,000609.SZ,中迪投资,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000610,000610.SZ,西安旅游,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000613,000613.SZ,大东海A,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000615,000615.SZ,奥园美谷,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000616,000616.SZ,海航投资,0,1,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000620,000620.SZ,新华联,0,1,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000622,000622.SZ,恒立实业,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000633,000633.SZ,合金投资,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000638,000638.SZ,万方发展,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000659,000659.SZ,珠海中富,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000667,000667.SZ,美好置业,0,1,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000668,000668.SZ,荣丰控股,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000669,000669.SZ,*ST金鸿,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000673,000673.SZ,*ST当代,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000676,000676.SZ,智度股份,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000677,000677.SZ,恒天海龙,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000687,000687.SZ,*ST华讯,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000691,000691.SZ,亚太实业,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000692,000692.SZ,惠天热电,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000697,000697.SZ,炼石航空,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000698,000698.SZ,沈阳化工,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000702,000702.SZ,正虹科技,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000707,000707.SZ,ST双环,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000710,000710.SZ,贝瑞基因,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000711,000711.SZ,京蓝科技,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000713,000713.SZ,丰乐种业,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000723,000723.SZ,美锦能源,25000,1,0,0,N/A,0,0,0,0,0,0,25000
20210222,000652,3031_m_hait_1905,000725,000725.SZ,京东方A,31900,1,0,0,N/A,0,0,0,0,0,0,31900
20210222,000652,3031_m_hait_1905,000732,000732.SZ,泰禾集团,0,1,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000733,000733.SZ,振华科技,3300,1,0,0,N/A,0,0,0,0,0,0,3300
20210222,000652,3031_m_hait_1905,000752,000752.SZ,*ST西发,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000762,000762.SZ,西藏矿业,13000,1,0,0,N/A,0,0,0,0,0,0,13000
20210222,000652,3031_m_hait_1905,000766,000766.SZ,通化金马,0,1,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000793,000793.SZ,华闻集团,0,1,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000796,000796.SZ,凯撒旅业,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000798,000798.SZ,中水渔业,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000802,000802.SZ,北京文化,29900,1,0,0,N/A,0,0,0,0,0,0,29900
20210222,000652,3031_m_hait_1905,000807,000807.SZ,云铝股份,20300,1,0,0,N/A,0,0,0,0,0,0,20300
20210222,000652,3031_m_hait_1905,000809,000809.SZ,铁岭新城,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000812,000812.SZ,陕西金叶,0,1,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000815,000815.SZ,美利云,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000816,000816.SZ,智慧农业,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000820,000820.SZ,*ST节能,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000821,000821.SZ,京山轻机,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000830,000830.SZ,鲁西化工,12400,1,0,0,N/A,0,0,0,0,0,0,12400
20210222,000652,3031_m_hait_1905,000831,000831.SZ,五矿稀土,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000835,000835.SZ,*ST长动,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000836,000836.SZ,富通信息,0,1,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000839,000839.SZ,中信国安,0,1,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000851,000851.SZ,高鸿股份,33800,1,0,0,N/A,0,0,0,0,0,0,33800
20210222,000652,3031_m_hait_1905,000856,000856.SZ,冀东装备,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000861,000861.SZ,海印股份,0,1,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000862,000862.SZ,银星能源,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000863,000863.SZ,三湘印象,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000868,000868.SZ,ST安凯,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000881,000881.SZ,中广核技,0,0,0,0,N/A,0,0,0,0,0,0,0
20210222,000652,3031_m_hait_1905,000890,000890.SZ,*ST胜尔,0,0,0,0,N/A,0,0,0,0,0,0,0
