fund_account,asset_prop,exchange_type,stock_code,stock_name,stock_type,current_amount,hold_amount,enable_amount,last_price,cost_price,income_balance,hand_flag,market_value,av_buy_price,av_income_balance,cost_balance,uncome_buy_amount,uncome_sell_amount,entrust_sell_amount,real_buy_amount,real_sell_amount,asset_price,keep_cost_price,assure_ratio
960000039239,7,1,600827,百联股份,0,10000.000,10000.000,10000.000,19.010,19.938,-9275.390,0,190100.000,20.050,-205.710,199375.390,0.000,0.000,0.000,0.000,0.000,19.010,19.938,0.610
960000039239,7,2,002460,赣锋锂业,0,100.000,100.000,100.000,137.400,113.552,2384.800,0,13740.000,135.969,1941.420,11355.200,0.000,0.000,0.000,0.000,0.000,137.400,113.552,0.000
960000039239,7,2,300123,亚光科技,c,16600.000,16600.000,16600.000,11.000,11.182,-3013.980,0,182600.000,11.180,0.000,185613.980,0.000,0.000,0.000,0.000,0.000,11.000,11.182,0.650
960000039239,7,1,600776,东方通信,0,7900.000,7900.000,7900.000,11.610,12.273,-5239.300,0,91719.000,11.868,-1757.980,96958.300,0.000,0.000,0.000,0.000,0.000,11.610,12.273,0.650
960000039239,7,2,000725,京东方Ａ,0,30700.000,30700.000,30700.000,6.760,6.619,4320.740,0,207532.000,6.830,7739.520,203211.260,0.000,0.000,0.000,0.000,0.000,6.760,6.619,0.670
960000039239,7,1,600059,古越龙山,0,13800.000,13800.000,13800.000,13.380,13.678,-4114.880,0,184644.000,13.250,-155.480,188758.880,0.000,0.000,0.000,0.000,0.000,13.380,13.678,0.650
960000039239,7,1,600460,士兰微,0,7900.000,7900.000,7900.000,23.680,25.814,-16858.350,0,187072.000,25.119,-994.200,203930.350,0.000,0.000,0.000,0.000,0.000,23.680,25.814,0.000
960000039239,7,1,600893,航发动力,0,2900.000,2900.000,2900.000,67.190,75.838,-25079.400,0,194851.000,74.052,-7006.280,219930.400,0.000,0.000,0.000,0.000,0.000,67.190,75.838,0.700
960000039239,7,1,600616,金枫酒业,0,24000.000,24000.000,24000.000,8.000,8.148,-3550.370,0,192000.000,8.013,4015.500,195550.370,0.000,0.000,0.000,0.000,0.000,8.000,8.148,0.510
960000039239,7,2,002340,格林美,0,11900.000,11900.000,11900.000,8.480,7.661,9741.300,0,100912.000,8.739,8723.950,91170.700,0.000,0.000,0.000,0.000,0.000,8.480,7.661,0.590
960000039239,7,2,000503,国新健康,0,3700.000,3700.000,3700.000,7.420,7.556,-502.670,0,27454.000,7.460,642.580,27956.670,0.000,0.000,0.000,0.000,0.000,7.420,7.556,0.000
960000039239,7,1,600197,伊力特,0,8100.000,8100.000,8100.000,23.300,23.230,568.480,0,188730.000,23.189,5741.730,188161.520,0.000,0.000,0.000,0.000,0.000,23.300,23.230,0.650
960000039239,7,2,000733,振华科技,0,3800.000,3800.000,3800.000,57.100,64.093,-26572.030,0,216980.000,60.755,-15010.540,243552.030,0.000,0.000,0.000,0.000,0.000,57.100,64.093,0.650
