DataDate,AcctIDByMXZ,SecurityID,WindCode,SecName,TgtQty,MarginOrNotMark,AvlQtyInPrivatePool,AvlQtyInPublicPool,QuotaOnLastTrdDate,QtyToTerminate,QtyToLock,QtyToBorrowFromPublicSecPool,QtyToBorrowFromOutsideSource
20210108,307_m_hait_2000,000004,000004.SZ,国华网安,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20210108,307_m_hait_2000,000007,000007.SZ,全新好,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20210108,307_m_hait_2000,000010,000010.SZ,美丽生态,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20210108,307_m_hait_2000,000020,000020.SZ,深华发A,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20210108,307_m_hait_2000,000040,000040.SZ,东旭蓝天,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
20210108,307_m_hait_2000,000066,000066.SZ,中国长城,10200,1,0.0,0.0,0,0.0,0.0,0.0,10200.0
20210108,307_m_hait_2000,000068,000068.SZ,华控赛格,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20210108,307_m_hait_2000,000150,000150.SZ,宜华健康,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
20210108,307_m_hait_2000,000155,000155.SZ,川能动力,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20210108,307_m_hait_2000,000404,000404.SZ,长虹华意,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
20210108,307_m_hait_2000,000410,000410.SZ,*ST沈机,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20210108,307_m_hait_2000,000411,000411.SZ,英特集团,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20210108,307_m_hait_2000,000421,000421.SZ,南京公用,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20210108,307_m_hait_2000,000428,000428.SZ,华天酒店,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20210108,307_m_hait_2000,000502,000502.SZ,绿景控股,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20210108,307_m_hait_2000,000503,000503.SZ,国新健康,24400,1,0.0,19300.0,0,0.0,0.0,19300.0,5100.0
20210108,307_m_hait_2000,000504,000504.SZ,ST生物,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20210108,307_m_hait_2000,000516,000516.SZ,国际医学,18200,1,0.0,0.0,0,0.0,0.0,0.0,18200.0
