DataDate,AcctIDByMXZ,SecurityID,WindCode,SecName,TgtQty,MarginOrNotMark,AvlQtyInPrivatePool,AvlQtyInPublicPool,QuotaOnLastTrdDate,QtyToTerminate,QtyToLock,QtyToBorrowFromPublicSecPool,QtyToBorrowFromOutsideSource
20201230,307_m_hait_2000,000004,000004.SZ,国华网安,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000007,000007.SZ,全新好,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000010,000010.SZ,美丽生态,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000040,000040.SZ,东旭蓝天,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000100,000100.SZ,TCL科技,29800,1,90500.0,226578.0,7800,0.0,22000.0,0.0,0.0
20201230,307_m_hait_2000,000150,000150.SZ,宜华健康,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000153,000153.SZ,丰原药业,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000155,000155.SZ,川能动力,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000404,000404.SZ,长虹华意,39200,1,0.0,0.0,0,0.0,0.0,0.0,39200.0
20201230,307_m_hait_2000,000411,000411.SZ,英特集团,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000413,000413.SZ,东旭光电,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000421,000421.SZ,南京公用,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000428,000428.SZ,华天酒店,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000502,000502.SZ,绿景控股,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000503,000503.SZ,国新健康,24200,1,0.0,22400.0,0,0.0,0.0,22400.0,1800.0
20201230,307_m_hait_2000,000504,000504.SZ,ST生物,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000506,000506.SZ,中润资源,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000509,000509.SZ,*ST华塑,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000516,000516.SZ,国际医学,16400,1,0.0,0.0,0,0.0,0.0,0.0,16400.0
20201230,307_m_hait_2000,000518,000518.SZ,四环生物,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000521,000521.SZ,长虹美菱,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000523,000523.SZ,广州浪奇,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000524,000524.SZ,岭南控股,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000526,000526.SZ,紫光学大,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000530,000530.SZ,冰山冷热,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000536,000536.SZ,*ST华映,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000545,000545.SZ,金浦钛业,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000550,000550.SZ,江铃汽车,9600,1,0.0,0.0,0,0.0,0.0,0.0,9600.0
20201230,307_m_hait_2000,000552,000552.SZ,靖远煤电,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000558,000558.SZ,莱茵体育,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000564,000564.SZ,供销大集,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000571,000571.SZ,*ST大洲,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000572,000572.SZ,ST海马,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000585,000585.SZ,*ST东电,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000587,000587.SZ,*ST金洲,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000590,000590.SZ,启迪药业,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000591,000591.SZ,太阳能,31000,1,0.0,0.0,0,0.0,0.0,0.0,31000.0
20201230,307_m_hait_2000,000593,000593.SZ,大通燃气,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000595,000595.SZ,*ST宝实,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000608,000608.SZ,阳光股份,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000609,000609.SZ,中迪投资,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000611,000611.SZ,ST天首,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000613,000613.SZ,大东海A,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000615,000615.SZ,奥园美谷,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000616,000616.SZ,海航投资,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000622,000622.SZ,恒立实业,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
20201230,307_m_hait_2000,000625,000625.SZ,长安汽车,9400,1,0.0,9600.0,0,0.0,0.0,9400.0,0.0
20201230,307_m_hait_2000,000633,000633.SZ,合金投资,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
