DataDate,SecurityID,WindCode,SecName,TgtQty,MarginOrNotMark,AvlQtyInPrivatePool,AvlQtyInPublicPool,QuotaOnLastTrdDate,QtyToTerminate,QtyToLock,QtyToBorrowFromPublicSecPool,QtyToBorrowFromOutsideSource
20201030,000004,000004.SZ,国农科技,1000,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
20201030,000006,000006.SZ,深振业A,1000,1,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0
20201030,000007,000007.SZ,全新好,1000,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
20201030,000010,000010.SZ,美丽生态,1000,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
20201030,000011,000011.SZ,深物业A,1000,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
20201030,000014,000014.SZ,沙河股份,1000,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
20201030,000017,000017.SZ,*ST中华A,1000,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
20201030,000020,000020.SZ,深华发A,1000,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
20201030,000021,000021.SZ,深科技,1000,1,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0
20201030,000023,000023.SZ,深天地A,1000,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
20201030,000034,000034.SZ,神州数码,1000,1,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0
20201030,000037,000037.SZ,深南电A,1000,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
20201030,000040,000040.SZ,东旭蓝天,1000,1,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0
20201030,000045,000045.SZ,深纺织A,1000,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
20201030,000056,000056.SZ,皇庭国际,1000,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
20201030,000070,000070.SZ,特发信息,1000,1,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0
20201030,000088,000088.SZ,盐田港,1000,1,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0
20201030,000100,000100.SZ,TCL科技,1000,1,0.0,78500.0,0.0,1000.0,0.0,1000.0,0.0
