DataDate,AcctIDByMXZ,SecurityID,WindCode,SecName,TgtQty,MarginOrNotMark,AvlQtyInPrivatePool,AvlQtyInPublicPool,QuotaOnLastTrdDate,QtyToTerminate,QtyToLock,QtyToBorrowFromPublicSecPool,QtyToBorrowFromOutsideSource
20201201,307_m_hait_2000,4,000004.SZ,国华网安,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,7,000007.SZ,全新好,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,12,000012.SZ,南玻A,29000,1,0,0,0,0,0,0,29000
20201201,307_m_hait_2000,16,000016.SZ,深康佳A,29400,1,0,0,0,0,0,0,29400
20201201,307_m_hait_2000,17,000017.SZ,*ST中华A,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,23,000023.SZ,深天地A,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,32,000032.SZ,深桑达A,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,34,000034.SZ,神州数码,8200,1,0,0,0,0,0,0,8200
20201201,307_m_hait_2000,39,000039.SZ,中集集团,13400,1,0,0,6400,0,0,0,7000
20201201,307_m_hait_2000,48,000048.SZ,京基智农,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,70,000070.SZ,特发信息,19200,1,0,0,0,0,0,0,19200
20201201,307_m_hait_2000,100,000100.SZ,TCL科技,28400,1,21300,160378,29222,822,-822,0,0
20201201,307_m_hait_2000,155,000155.SZ,川能动力,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,301,000301.SZ,东方盛虹,19800,1,0,0,0,0,0,0,19800
20201201,307_m_hait_2000,403,000403.SZ,双林生物,5000,1,0,0,0,0,0,0,5000
20201201,307_m_hait_2000,408,000408.SZ,*ST藏格,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,410,000410.SZ,*ST沈机,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,411,000411.SZ,英特集团,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,428,000428.SZ,华天酒店,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,488,000488.SZ,晨鸣纸业,29000,1,0,0,0,0,0,0,29000
20201201,307_m_hait_2000,502,000502.SZ,绿景控股,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,503,000503.SZ,国新健康,18400,1,0,0,18600,200,-200,0,0
20201201,307_m_hait_2000,504,000504.SZ,ST生物,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,506,000506.SZ,中润资源,0,1,0,0,0,0,0,0,0
20201201,307_m_hait_2000,509,000509.SZ,*ST华塑,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,516,000516.SZ,国际医学,23200,1,0,0,0,0,0,0,23200
20201201,307_m_hait_2000,523,000523.SZ,广州浪奇,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,524,000524.SZ,岭南控股,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,526,000526.SZ,紫光学大,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,530,000530.SZ,冰山冷热,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,534,000534.SZ,万泽股份,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,545,000545.SZ,金浦钛业,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,551,000551.SZ,创元科技,22400,1,0,0,0,0,0,0,22400
20201201,307_m_hait_2000,558,000558.SZ,莱茵体育,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,560,000560.SZ,我爱我家,0,1,0,0,0,0,0,0,0
20201201,307_m_hait_2000,564,000564.SZ,供销大集,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,566,000566.SZ,海南海药,22200,1,0,0,0,0,0,0,22200
20201201,307_m_hait_2000,570,000570.SZ,苏常柴A,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,571,000571.SZ,*ST大洲,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,572,000572.SZ,ST海马,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,573,000573.SZ,粤宏远A,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,585,000585.SZ,*ST东电,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,592,000592.SZ,平潭发展,0,1,0,0,0,0,0,0,0
20201201,307_m_hait_2000,608,000608.SZ,阳光股份,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,610,000610.SZ,西安旅游,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,611,000611.SZ,ST天首,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,612,000612.SZ,焦作万方,25000,1,0,0,0,0,0,0,25000
20201201,307_m_hait_2000,613,000613.SZ,大东海A,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,615,000615.SZ,奥园美谷,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,622,000622.SZ,恒立实业,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,625,000625.SZ,长安汽车,7800,1,0,40000,0,0,0,7800,0
20201201,307_m_hait_2000,626,000626.SZ,远大控股,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,628,000628.SZ,高新发展,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,629,000629.SZ,攀钢钒钛,0,1,0,0,0,0,0,0,0
20201201,307_m_hait_2000,630,000630.SZ,铜陵有色,0,1,0,121100,0,0,0,0,0
20201201,307_m_hait_2000,633,000633.SZ,合金投资,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,638,000638.SZ,万方发展,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,639,000639.SZ,西王食品,34000,1,0,0,0,0,0,0,34000
20201201,307_m_hait_2000,659,000659.SZ,珠海中富,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,662,000662.SZ,*ST天夏,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,663,000663.SZ,*ST永林,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,668,000668.SZ,荣丰控股,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,669,000669.SZ,*ST金鸿,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,673,000673.SZ,*ST当代,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,676,000676.SZ,智度股份,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,677,000677.SZ,恒天海龙,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,678,000678.SZ,襄阳轴承,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,679,000679.SZ,*ST友谊,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,681,000681.SZ,视觉中国,11800,1,0,0,0,0,0,0,11800
20201201,307_m_hait_2000,683,000683.SZ,远兴能源,0,1,0,0,0,0,0,0,0
20201201,307_m_hait_2000,687,000687.SZ,*ST华讯,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,692,000692.SZ,惠天热电,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,695,000695.SZ,滨海能源,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,697,000697.SZ,炼石航空,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,698,000698.SZ,沈阳化工,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,700,000700.SZ,模塑科技,30200,1,0,0,0,0,0,0,30200
20201201,307_m_hait_2000,707,000707.SZ,ST双环,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,710,000710.SZ,贝瑞基因,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,711,000711.SZ,京蓝科技,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,713,000713.SZ,丰乐种业,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,720,000720.SZ,新能泰山,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,721,000721.SZ,西安饮食,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,725,000725.SZ,京东方A,36800,1,1000,261200,38200,1400,-1400,0,0
20201201,307_m_hait_2000,727,000727.SZ,*ST东科,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,732,000732.SZ,泰禾集团,0,1,0,0,0,0,0,0,0
20201201,307_m_hait_2000,751,000751.SZ,锌业股份,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,752,000752.SZ,*ST西发,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,762,000762.SZ,西藏矿业,15800,1,0,0,0,0,0,0,15800
20201201,307_m_hait_2000,766,000766.SZ,通化金马,0,1,0,0,0,0,0,0,0
20201201,307_m_hait_2000,768,000768.SZ,中航西飞,6400,1,0,0,0,0,0,0,6400
20201201,307_m_hait_2000,780,000780.SZ,*ST平能,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,782,000782.SZ,美达股份,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,795,000795.SZ,英洛华,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,796,000796.SZ,凯撒旅业,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,798,000798.SZ,中水渔业,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,802,000802.SZ,北京文化,28800,1,0,0,0,0,0,0,28800
20201201,307_m_hait_2000,807,000807.SZ,云铝股份,21000,1,0,0,0,0,0,0,21000
20201201,307_m_hait_2000,809,000809.SZ,铁岭新城,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,811,000811.SZ,冰轮环境,25800,1,0,0,0,0,0,0,25800
20201201,307_m_hait_2000,816,000816.SZ,智慧农业,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,818,000818.SZ,航锦科技,9600,1,0,0,0,0,0,0,9600
20201201,307_m_hait_2000,820,000820.SZ,*ST节能,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,822,000822.SZ,山东海化,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,829,000829.SZ,天音控股,28200,1,0,0,0,0,0,0,28200
20201201,307_m_hait_2000,830,000830.SZ,鲁西化工,15800,1,0,0,0,0,0,0,15800
20201201,307_m_hait_2000,831,000831.SZ,五矿稀土,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,835,000835.SZ,*ST长动,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,851,000851.SZ,高鸿股份,25000,1,0,0,0,0,0,0,25000
20201201,307_m_hait_2000,860,000860.SZ,顺鑫农业,3000,1,0,0,0,0,0,0,3000
20201201,307_m_hait_2000,861,000861.SZ,海印股份,0,1,0,0,0,0,0,0,0
20201201,307_m_hait_2000,863,000863.SZ,三湘印象,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,868,000868.SZ,ST安凯,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,869,000869.SZ,张裕A,5000,1,0,0,0,0,0,0,5000
20201201,307_m_hait_2000,877,000877.SZ,天山股份,12000,1,0,0,0,0,0,0,12000
20201201,307_m_hait_2000,889,000889.SZ,中嘉博创,32400,1,0,0,0,0,0,0,32400
20201201,307_m_hait_2000,890,000890.SZ,*ST胜尔,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,893,000893.SZ,亚钾国际,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,897,000897.SZ,津滨发展,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,903,000903.SZ,云内动力,0,1,0,0,0,0,0,0,0
20201201,307_m_hait_2000,905,000905.SZ,厦门港务,27400,1,0,0,0,0,0,0,27400
20201201,307_m_hait_2000,908,000908.SZ,景峰医药,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,918,000918.SZ,嘉凯城,0,1,0,0,0,0,0,0,0
20201201,307_m_hait_2000,923,000923.SZ,河钢资源,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,927,000927.SZ,*ST夏利,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,929,000929.SZ,兰州黄河,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,933,000933.SZ,神火股份,22600,1,0,0,0,0,0,0,22600
20201201,307_m_hait_2000,949,000949.SZ,新乡化纤,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,957,000957.SZ,中通客车,23000,1,0,0,0,0,0,0,23000
20201201,307_m_hait_2000,962,000962.SZ,东方钽业,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,971,000971.SZ,*ST高升,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,972,000972.SZ,ST中基,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,978,000978.SZ,桂林旅游,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,980,000980.SZ,*ST众泰,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,981,000981.SZ,*ST银亿,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,985,000985.SZ,大庆华科,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,993,000993.SZ,闽东电力,31400,1,0,0,0,0,0,0,31400
20201201,307_m_hait_2000,996,000996.SZ,中国中期,20800,1,0,0,0,0,0,0,20800
20201201,307_m_hait_2000,2009,002009.SZ,天奇股份,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,2021,002021.SZ,ST中捷,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,2026,002026.SZ,山东威达,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,2040,002040.SZ,南京港,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,2044,002044.SZ,美年健康,15800,1,8800,0,16400,600,-600,0,0
20201201,307_m_hait_2000,2052,002052.SZ,*ST同洲,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,2058,002058.SZ,威尔泰,0,0,0,0,0,0,0,0,0
20201201,307_m_hait_2000,2064,002064.SZ,华峰氨纶,20800,1,0,0,0,0,0,0,20800
20201201,307_m_hait_2000,2068,002068.SZ,黑猫股份,0,0,0,0,0,0,0,0,0
