DataDate,SecurityID,TgtQty,MarginOrNotMark,AvlQtyInPrivatePool,QuotaOnLastTrdDate,DeltaQty
20201026,000728,1000,1,0.0,0.0,0.0
20201026,000732,1000,1,0.0,0.0,0.0
20201026,000733,1000,1,0.0,0.0,0.0
20201026,000735,1000,1,0.0,0.0,0.0
20201026,000737,1000,0,0.0,0.0,0.0
20201026,000750,1000,1,0.0,0.0,0.0
20201026,000757,1000,0,0.0,0.0,0.0
20201026,000762,1000,1,0.0,0.0,0.0
20201026,000782,1000,0,0.0,0.0,0.0
20201026,000793,1000,1,0.0,0.0,0.0
20201026,000796,1000,0,0.0,0.0,0.0
20201026,000798,1000,0,0.0,0.0,0.0
20201026,000802,1000,1,0.0,0.0,0.0
20201026,000806,1000,0,0.0,0.0,0.0
20201026,000807,1000,1,0.0,0.0,0.0
20201026,000818,1000,1,0.0,0.0,0.0
20201026,000820,1000,0,0.0,0.0,0.0
20201026,000822,1000,0,0.0,0.0,0.0
20201026,000835,1000,0,0.0,0.0,0.0
20201026,000839,1000,1,0.0,0.0,0.0
20201026,000861,1000,1,0.0,0.0,0.0
20201026,000862,1000,0,0.0,0.0,0.0
20201026,000868,1000,0,0.0,0.0,0.0
20201026,000880,1000,0,0.0,0.0,0.0
20201026,000890,1000,0,0.0,0.0,0.0
20201026,000892,1000,0,0.0,0.0,0.0
20201026,000893,1000,0,0.0,0.0,0.0
20201026,000908,1000,0,0.0,0.0,0.0
20201026,000918,1000,1,0.0,0.0,0.0
20201026,000920,1000,0,0.0,0.0,0.0
20201026,000927,1000,0,0.0,0.0,0.0
20201026,000936,1000,1,0.0,0.0,0.0
20201026,000972,1000,0,0.0,0.0,0.0
20201026,000975,1000,1,0.0,0.0,0.0
20201026,000978,1000,0,0.0,0.0,0.0
20201026,000980,1000,0,0.0,0.0,0.0
20201026,000982,1000,0,0.0,0.0,0.0
20201026,000985,1000,0,0.0,0.0,0.0
20201026,002006,1000,0,0.0,0.0,0.0
20201026,002021,1000,0,0.0,0.0,0.0
20201026,002025,1000,1,0.0,0.0,0.0
20201026,002026,1000,0,0.0,0.0,0.0
20201026,002030,1000,1,0.0,0.0,0.0
20201026,002041,1000,1,0.0,0.0,0.0
20201026,002042,1000,1,0.0,0.0,0.0
20201026,002052,1000,0,0.0,0.0,0.0
20201026,002069,1000,0,0.0,0.0,0.0
20201026,002071,1000,0,0.0,0.0,0.0
20201026,002074,1000,1,0.0,0.0,0.0
20201026,002076,1000,0,0.0,0.0,0.0
20201026,002086,1000,0,0.0,0.0,0.0
20201026,002087,1000,0,0.0,0.0,0.0
20201026,002105,1000,0,0.0,0.0,0.0
20201026,002112,1000,0,0.0,0.0,0.0
20201026,002113,1000,0,0.0,0.0,0.0
20201026,002118,1000,1,0.0,0.0,0.0
20201026,002122,1000,0,0.0,0.0,0.0
20201026,002123,1000,1,0.0,0.0,0.0
20201026,002131,1000,1,0.0,0.0,0.0
20201026,002132,1000,0,0.0,0.0,0.0
20201026,002147,1000,0,0.0,0.0,0.0
20201026,002151,1000,1,0.0,0.0,0.0
20201026,002154,1000,1,0.0,0.0,0.0
20201026,002159,1000,0,0.0,0.0,0.0
20201026,002163,1000,0,0.0,0.0,0.0
20201026,002165,1000,0,0.0,0.0,0.0
20201026,002175,1000,0,0.0,0.0,0.0
20201026,002177,1000,1,0.0,0.0,0.0
20201026,002187,1000,0,0.0,0.0,0.0
20201026,002188,1000,0,0.0,0.0,0.0
20201026,002190,1000,0,0.0,0.0,0.0
20201026,002196,1000,0,0.0,0.0,0.0
20201026,002200,1000,0,0.0,0.0,0.0
20201026,002202,1000,1,0.0,0.0,0.0
20201026,002207,1000,0,0.0,0.0,0.0
20201026,002209,1000,0,0.0,0.0,0.0
20201026,002210,1000,0,0.0,0.0,0.0
20201026,002218,1000,0,0.0,0.0,0.0
20201026,002219,1000,0,0.0,0.0,0.0
20201026,002227,1000,0,0.0,0.0,0.0
20201026,002235,1000,1,0.0,0.0,0.0
20201026,002240,1000,1,0.0,0.0,0.0
20201026,002245,1000,0,0.0,0.0,0.0
20201026,002247,1000,0,0.0,0.0,0.0
20201026,002256,1000,0,0.0,0.0,0.0
20201026,002259,1000,0,0.0,0.0,0.0
20201026,002269,1000,1,0.0,0.0,0.0
20201026,002278,1000,0,0.0,0.0,0.0
20201026,002285,1000,1,0.0,0.0,0.0
20201026,002286,1000,0,0.0,0.0,0.0
20201026,002289,1000,0,0.0,0.0,0.0
20201026,002291,1000,1,0.0,0.0,0.0
20201026,002298,1000,0,0.0,0.0,0.0
20201026,002306,1000,0,0.0,0.0,0.0
20201026,002307,1000,1,0.0,0.0,0.0
20201026,002321,1000,1,0.0,0.0,0.0
20201026,002323,1000,0,0.0,0.0,0.0
20201026,002329,1000,0,0.0,0.0,0.0
20201026,002335,1000,0,0.0,0.0,0.0
20201026,002336,1000,0,0.0,0.0,0.0
20201026,002338,1000,0,0.0,0.0,0.0
20201026,002348,1000,0,0.0,0.0,0.0
20201026,002354,1000,0,0.0,0.0,0.0
20201026,002355,1000,1,0.0,0.0,0.0
20201026,002356,1000,0,0.0,0.0,0.0
20201026,002362,1000,0,0.0,0.0,0.0
20201026,002366,1000,1,0.0,0.0,0.0
20201026,002370,1000,1,0.0,0.0,0.0
20201026,002389,1000,1,0.0,0.0,0.0
20201026,002397,1000,0,0.0,0.0,0.0
20201026,002400,1000,1,0.0,0.0,0.0
20201026,002407,1000,1,0.0,0.0,0.0
20201026,002416,1000,1,0.0,0.0,0.0
20201026,002417,1000,0,0.0,0.0,0.0
20201026,002418,1000,0,0.0,0.0,0.0
20201026,002425,1000,1,0.0,0.0,0.0
20201026,002426,1000,0,0.0,0.0,0.0
20201026,002427,1000,0,0.0,0.0,0.0
20201026,002430,1000,1,0.0,0.0,0.0
20201026,002445,1000,0,0.0,0.0,0.0
20201026,002447,1000,0,0.0,0.0,0.0
20201026,002451,1000,1,0.0,0.0,0.0
20201026,002459,1000,0,0.0,0.0,0.0
20201026,002464,1000,1,0.0,0.0,0.0
20201026,002466,1000,1,0.0,0.0,0.0
20201026,002470,1000,0,0.0,0.0,0.0
20201026,002473,1000,0,0.0,0.0,0.0
20201026,002487,1000,0,0.0,0.0,0.0
20201026,002488,1000,1,0.0,0.0,0.0
20201026,002494,1000,0,0.0,0.0,0.0
20201026,002499,1000,0,0.0,0.0,0.0
20201026,002501,1000,0,0.0,0.0,0.0
20201026,002504,1000,0,0.0,0.0,0.0
20201026,002506,1000,1,0.0,0.0,0.0
20201026,002517,1000,1,0.0,0.0,0.0
20201026,002524,1000,0,0.0,0.0,0.0
20201026,002529,1000,0,0.0,0.0,0.0
20201026,002541,1000,0,0.0,0.0,0.0
20201026,002547,1000,1,0.0,0.0,0.0
20201026,002553,1000,0,0.0,0.0,0.0
20201026,002569,1000,0,0.0,0.0,0.0
20201026,002571,1000,0,0.0,0.0,0.0
20201026,002575,1000,0,0.0,0.0,0.0
20201026,002576,1000,0,0.0,0.0,0.0
20201026,002581,1000,0,0.0,0.0,0.0
20201026,002593,1000,0,0.0,0.0,0.0
20201026,002596,1000,1,0.0,0.0,0.0
20201026,002607,1000,1,0.0,0.0,0.0
20201026,002610,1000,1,0.0,0.0,0.0
20201026,002612,1000,0,0.0,0.0,0.0
20201026,002615,1000,0,0.0,0.0,0.0
20201026,002617,1000,1,0.0,0.0,0.0
20201026,002618,1000,1,0.0,0.0,0.0
20201026,002623,1000,0,0.0,0.0,0.0
20201026,002625,1000,0,0.0,0.0,0.0
20201026,002629,1000,0,0.0,0.0,0.0
20201026,002633,1000,0,0.0,0.0,0.0
20201026,002638,1000,0,0.0,0.0,0.0
20201026,002655,1000,0,0.0,0.0,0.0
20201026,002656,1000,0,0.0,0.0,0.0
20201026,002659,1000,0,0.0,0.0,0.0
20201026,002660,1000,0,0.0,0.0,0.0
20201026,002662,1000,1,0.0,0.0,0.0
20201026,002667,1000,0,0.0,0.0,0.0
20201026,002674,1000,0,0.0,0.0,0.0
20201026,002675,1000,1,0.0,0.0,0.0
20201026,002679,1000,0,0.0,0.0,0.0
20201026,002684,1000,0,0.0,0.0,0.0
20201026,002686,1000,0,0.0,0.0,0.0
20201026,002691,1000,0,0.0,0.0,0.0
20201026,002694,1000,0,0.0,0.0,0.0
20201026,002700,1000,0,0.0,0.0,0.0
20201026,002707,1000,0,0.0,0.0,0.0
20201026,002712,1000,0,0.0,0.0,0.0
20201026,002715,1000,0,0.0,0.0,0.0
20201026,002716,1000,0,0.0,0.0,0.0
20201026,002723,1000,0,0.0,0.0,0.0
20201026,002740,1000,0,0.0,0.0,0.0
20201026,002759,1000,0,0.0,0.0,0.0
20201026,002766,1000,0,0.0,0.0,0.0
20201026,002770,1000,0,0.0,0.0,0.0
20201026,002772,1000,0,0.0,0.0,0.0
20201026,002779,1000,0,0.0,0.0,0.0
20201026,002785,1000,0,0.0,0.0,0.0
20201026,002797,1000,1,0.0,0.0,0.0
20201026,002799,1000,0,0.0,0.0,0.0
20201026,002800,1000,0,0.0,0.0,0.0
20201026,002802,1000,0,0.0,0.0,0.0
20201026,002813,1000,0,0.0,0.0,0.0
20201026,002819,1000,0,0.0,0.0,0.0
20201026,002826,1000,0,0.0,0.0,0.0
20201026,002827,1000,0,0.0,0.0,0.0
20201026,002829,1000,0,0.0,0.0,0.0
20201026,002830,1000,0,0.0,0.0,0.0
20201026,002835,1000,0,0.0,0.0,0.0
20201026,002836,1000,0,0.0,0.0,0.0
20201026,002848,1000,0,0.0,0.0,0.0
20201026,002856,1000,0,0.0,0.0,0.0
20201026,002858,1000,0,0.0,0.0,0.0
20201026,002862,1000,0,0.0,0.0,0.0
20201026,002865,1000,0,0.0,0.0,0.0
20201026,002866,1000,0,0.0,0.0,0.0
20201026,002870,1000,0,0.0,0.0,0.0
20201026,002871,1000,0,0.0,0.0,0.0
20201026,002872,1000,0,0.0,0.0,0.0
20201026,002878,1000,0,0.0,0.0,0.0
20201026,002881,1000,0,0.0,0.0,0.0
20201026,002893,1000,0,0.0,0.0,0.0
20201026,002896,1000,0,0.0,0.0,0.0
20201026,002897,1000,0,0.0,0.0,0.0
20201026,002898,1000,0,0.0,0.0,0.0
20201026,002905,1000,0,0.0,0.0,0.0
20201026,002919,1000,0,0.0,0.0,0.0
20201026,002931,1000,0,0.0,0.0,0.0
20201026,002940,1000,0,0.0,0.0,0.0
20201026,002941,1000,0,0.0,0.0,0.0
20201026,002943,1000,0,0.0,0.0,0.0
20201026,002951,1000,0,0.0,0.0,0.0
20201026,300005,1000,0,0.0,0.0,0.0
20201026,300008,1000,0,0.0,0.0,0.0
20201026,300013,1000,0,0.0,0.0,0.0
20201026,300018,1000,1,0.0,0.0,0.0
20201026,300019,1000,0,0.0,0.0,0.0
20201026,300020,1000,1,0.0,0.0,0.0
20201026,300021,1000,0,0.0,0.0,0.0
20201026,300022,1000,0,0.0,0.0,0.0
20201026,300023,1000,0,0.0,0.0,0.0
20201026,300025,1000,1,0.0,0.0,0.0
20201026,300026,1000,1,0.0,0.0,0.0
20201026,300027,1000,1,0.0,0.0,0.0
20201026,300029,1000,0,0.0,0.0,0.0
20201026,300030,1000,0,0.0,0.0,0.0
20201026,300035,1000,0,0.0,0.0,0.0
20201026,300040,1000,0,0.0,0.0,0.0
20201026,300043,1000,0,0.0,0.0,0.0
20201026,300044,1000,0,0.0,0.0,0.0
20201026,300046,1000,0,0.0,0.0,0.0
20201026,300047,1000,0,0.0,0.0,0.0
20201026,300048,1000,0,0.0,0.0,0.0
20201026,300049,1000,0,0.0,0.0,0.0
20201026,300050,1000,0,0.0,0.0,0.0
20201026,300051,1000,0,0.0,0.0,0.0
20201026,300056,1000,0,0.0,0.0,0.0
20201026,300057,1000,0,0.0,0.0,0.0
20201026,300061,1000,0,0.0,0.0,0.0
20201026,300062,1000,0,0.0,0.0,0.0
20201026,300063,1000,0,0.0,0.0,0.0
20201026,300064,1000,0,0.0,0.0,0.0
20201026,300067,1000,0,0.0,0.0,0.0
20201026,300071,1000,0,0.0,0.0,0.0
20201026,300072,1000,1,0.0,0.0,0.0
20201026,300073,1000,1,0.0,0.0,0.0
20201026,300076,1000,0,0.0,0.0,0.0
20201026,300077,1000,0,0.0,0.0,0.0
20201026,300080,1000,0,0.0,0.0,0.0
20201026,300083,1000,0,0.0,0.0,0.0
20201026,300084,1000,0,0.0,0.0,0.0
20201026,300085,1000,1,0.0,0.0,0.0
20201026,300086,1000,0,0.0,0.0,0.0
20201026,300087,1000,0,0.0,0.0,0.0
20201026,300089,1000,0,0.0,0.0,0.0
20201026,300091,1000,1,0.0,0.0,0.0
20201026,300092,1000,0,0.0,0.0,0.0
20201026,300094,1000,0,0.0,0.0,0.0
20201026,300095,1000,0,0.0,0.0,0.0
20201026,300096,1000,0,0.0,0.0,0.0
20201026,300099,1000,1,0.0,0.0,0.0
20201026,300100,1000,0,0.0,0.0,0.0
20201026,300101,1000,1,0.0,0.0,0.0
20201026,300102,1000,0,0.0,0.0,0.0
20201026,300106,1000,0,0.0,0.0,0.0
20201026,300108,1000,0,0.0,0.0,0.0
20201026,300109,1000,0,0.0,0.0,0.0
20201026,300110,1000,1,0.0,0.0,0.0
20201026,300111,1000,0,0.0,0.0,0.0
20201026,300112,1000,0,0.0,0.0,0.0
20201026,300116,1000,0,0.0,0.0,0.0
20201026,300117,1000,0,0.0,0.0,0.0
20201026,300118,1000,1,0.0,0.0,0.0
20201026,300119,1000,0,0.0,0.0,0.0
20201026,300120,1000,0,0.0,0.0,0.0
20201026,300123,1000,1,0.0,0.0,0.0
20201026,300125,1000,0,0.0,0.0,0.0
20201026,300127,1000,0,0.0,0.0,0.0
20201026,300128,1000,1,0.0,0.0,0.0
20201026,300129,1000,0,0.0,0.0,0.0
20201026,300131,1000,0,0.0,0.0,0.0
20201026,300132,1000,0,0.0,0.0,0.0
20201026,300135,1000,0,0.0,0.0,0.0
20201026,300139,1000,1,0.0,0.0,0.0
20201026,300140,1000,0,0.0,0.0,0.0
20201026,300141,1000,0,0.0,0.0,0.0
20201026,300143,1000,0,0.0,0.0,0.0
20201026,300147,1000,1,0.0,0.0,0.0
20201026,300152,1000,1,0.0,0.0,0.0
20201026,300153,1000,0,0.0,0.0,0.0
20201026,300155,1000,0,0.0,0.0,0.0
20201026,300157,1000,1,0.0,0.0,0.0
20201026,300159,1000,0,0.0,0.0,0.0
20201026,300160,1000,0,0.0,0.0,0.0
20201026,300162,1000,0,0.0,0.0,0.0
20201026,300163,1000,0,0.0,0.0,0.0
20201026,300165,1000,0,0.0,0.0,0.0
20201026,300167,1000,0,0.0,0.0,0.0
20201026,300169,1000,0,0.0,0.0,0.0
20201026,300171,1000,0,0.0,0.0,0.0
20201026,300173,1000,0,0.0,0.0,0.0
20201026,300175,1000,0,0.0,0.0,0.0
20201026,300176,1000,0,0.0,0.0,0.0
20201026,300177,1000,1,0.0,0.0,0.0
20201026,300178,1000,0,0.0,0.0,0.0
20201026,300179,1000,0,0.0,0.0,0.0
20201026,300185,1000,0,0.0,0.0,0.0
20201026,300187,1000,0,0.0,0.0,0.0
20201026,300189,1000,1,0.0,0.0,0.0
20201026,300197,1000,1,0.0,0.0,0.0
20201026,300198,1000,0,0.0,0.0,0.0
20201026,300199,1000,1,0.0,0.0,0.0
20201026,300200,1000,0,0.0,0.0,0.0
20201026,300201,1000,0,0.0,0.0,0.0
20201026,300205,1000,1,0.0,0.0,0.0
20201026,300208,1000,0,0.0,0.0,0.0
20201026,300210,1000,0,0.0,0.0,0.0
20201026,300211,1000,0,0.0,0.0,0.0
20201026,300217,1000,0,0.0,0.0,0.0
20201026,300218,1000,0,0.0,0.0,0.0
20201026,300220,1000,0,0.0,0.0,0.0
20201026,300221,1000,0,0.0,0.0,0.0
20201026,300225,1000,0,0.0,0.0,0.0
20201026,300228,1000,0,0.0,0.0,0.0
20201026,300230,1000,0,0.0,0.0,0.0
20201026,300237,1000,1,0.0,0.0,0.0
20201026,300238,1000,0,0.0,0.0,0.0
20201026,300239,1000,0,0.0,0.0,0.0
20201026,300242,1000,0,0.0,0.0,0.0
20201026,300243,1000,0,0.0,0.0,0.0
20201026,300247,1000,0,0.0,0.0,0.0
20201026,300248,1000,0,0.0,0.0,0.0
20201026,300251,1000,1,0.0,0.0,0.0
20201026,300254,1000,0,0.0,0.0,0.0
20201026,300260,1000,0,0.0,0.0,0.0
20201026,300261,1000,0,0.0,0.0,0.0
20201026,300262,1000,0,0.0,0.0,0.0
20201026,300264,1000,0,0.0,0.0,0.0
20201026,300265,1000,0,0.0,0.0,0.0
20201026,300266,1000,1,0.0,0.0,0.0
20201026,300268,1000,0,0.0,0.0,0.0
20201026,300269,1000,0,0.0,0.0,0.0
20201026,300274,1000,1,0.0,0.0,0.0
20201026,300275,1000,0,0.0,0.0,0.0
20201026,300277,1000,0,0.0,0.0,0.0
20201026,300278,1000,0,0.0,0.0,0.0
20201026,300279,1000,0,0.0,0.0,0.0
20201026,300280,1000,0,0.0,0.0,0.0
20201026,300283,1000,0,0.0,0.0,0.0
20201026,300287,1000,1,0.0,0.0,0.0
20201026,300288,1000,0,0.0,0.0,0.0
20201026,300289,1000,0,0.0,0.0,0.0
20201026,300293,1000,0,0.0,0.0,0.0
20201026,300297,1000,1,0.0,0.0,0.0
20201026,300298,1000,0,0.0,0.0,0.0
20201026,300299,1000,1,0.0,0.0,0.0
20201026,300300,1000,1,0.0,0.0,0.0
20201026,300301,1000,0,0.0,0.0,0.0
20201026,300304,1000,0,0.0,0.0,0.0
20201026,300307,1000,0,0.0,0.0,0.0
20201026,300309,1000,0,0.0,0.0,0.0
20201026,300311,1000,1,0.0,0.0,0.0
20201026,300312,1000,0,0.0,0.0,0.0
20201026,300313,1000,0,0.0,0.0,0.0
20201026,300317,1000,0,0.0,0.0,0.0
20201026,300318,1000,0,0.0,0.0,0.0
20201026,300321,1000,0,0.0,0.0,0.0
20201026,300325,1000,0,0.0,0.0,0.0
20201026,300330,1000,0,0.0,0.0,0.0
20201026,300332,1000,0,0.0,0.0,0.0
20201026,300334,1000,0,0.0,0.0,0.0
20201026,300335,1000,0,0.0,0.0,0.0
20201026,300336,1000,0,0.0,0.0,0.0
20201026,300337,1000,0,0.0,0.0,0.0
20201026,300340,1000,0,0.0,0.0,0.0
20201026,300342,1000,1,0.0,0.0,0.0
20201026,300343,1000,1,0.0,0.0,0.0
20201026,300344,1000,0,0.0,0.0,0.0
20201026,300350,1000,0,0.0,0.0,0.0
20201026,300355,1000,1,0.0,0.0,0.0
20201026,300356,1000,1,0.0,0.0,0.0
20201026,300358,1000,0,0.0,0.0,0.0
20201026,300363,1000,0,0.0,0.0,0.0
20201026,300366,1000,1,0.0,0.0,0.0
20201026,300367,1000,0,0.0,0.0,0.0
20201026,300368,1000,0,0.0,0.0,0.0
20201026,300370,1000,1,0.0,0.0,0.0
20201026,300375,1000,0,0.0,0.0,0.0
20201026,300376,1000,0,0.0,0.0,0.0
20201026,300377,1000,1,0.0,0.0,0.0
20201026,300380,1000,0,0.0,0.0,0.0
20201026,300382,1000,0,0.0,0.0,0.0
20201026,300385,1000,0,0.0,0.0,0.0
20201026,300387,1000,0,0.0,0.0,0.0
20201026,300389,1000,0,0.0,0.0,0.0
20201026,300392,1000,0,0.0,0.0,0.0
20201026,300398,1000,1,0.0,0.0,0.0
20201026,300399,1000,0,0.0,0.0,0.0
20201026,300402,1000,0,0.0,0.0,0.0
20201026,300405,1000,0,0.0,0.0,0.0
20201026,300410,1000,0,0.0,0.0,0.0
20201026,300411,1000,0,0.0,0.0,0.0
20201026,300412,1000,0,0.0,0.0,0.0
20201026,300414,1000,1,0.0,0.0,0.0
20201026,300417,1000,0,0.0,0.0,0.0
20201026,300419,1000,0,0.0,0.0,0.0
20201026,300421,1000,0,0.0,0.0,0.0
20201026,300424,1000,0,0.0,0.0,0.0
20201026,300430,1000,0,0.0,0.0,0.0
20201026,300431,1000,0,0.0,0.0,0.0
20201026,300432,1000,0,0.0,0.0,0.0
20201026,300434,1000,0,0.0,0.0,0.0
20201026,300435,1000,0,0.0,0.0,0.0
20201026,300437,1000,0,0.0,0.0,0.0
20201026,300443,1000,0,0.0,0.0,0.0
20201026,300444,1000,0,0.0,0.0,0.0
20201026,300446,1000,0,0.0,0.0,0.0
20201026,300447,1000,0,0.0,0.0,0.0
20201026,300449,1000,0,0.0,0.0,0.0
20201026,300452,1000,0,0.0,0.0,0.0
20201026,300453,1000,0,0.0,0.0,0.0
20201026,300459,1000,0,0.0,0.0,0.0
20201026,300466,1000,0,0.0,0.0,0.0
20201026,300468,1000,0,0.0,0.0,0.0
20201026,300469,1000,0,0.0,0.0,0.0
20201026,300471,1000,1,0.0,0.0,0.0
20201026,300473,1000,0,0.0,0.0,0.0
20201026,300477,1000,0,0.0,0.0,0.0
20201026,300478,1000,0,0.0,0.0,0.0
20201026,300479,1000,0,0.0,0.0,0.0
20201026,300484,1000,0,0.0,0.0,0.0
20201026,300485,1000,0,0.0,0.0,0.0
20201026,300488,1000,0,0.0,0.0,0.0
20201026,300489,1000,0,0.0,0.0,0.0
20201026,300490,1000,0,0.0,0.0,0.0
20201026,300491,1000,0,0.0,0.0,0.0
20201026,300499,1000,0,0.0,0.0,0.0
20201026,300501,1000,0,0.0,0.0,0.0
20201026,300505,1000,0,0.0,0.0,0.0
20201026,300506,1000,0,0.0,0.0,0.0
20201026,300507,1000,0,0.0,0.0,0.0
20201026,300509,1000,0,0.0,0.0,0.0
20201026,300510,1000,0,0.0,0.0,0.0
20201026,300514,1000,0,0.0,0.0,0.0
20201026,300516,1000,0,0.0,0.0,0.0
20201026,300517,1000,0,0.0,0.0,0.0
20201026,300518,1000,0,0.0,0.0,0.0
20201026,300519,1000,0,0.0,0.0,0.0
20201026,300520,1000,0,0.0,0.0,0.0
20201026,300521,1000,0,0.0,0.0,0.0
20201026,300526,1000,0,0.0,0.0,0.0
20201026,300527,1000,1,0.0,0.0,0.0
20201026,300528,1000,0,0.0,0.0,0.0
20201026,300530,1000,0,0.0,0.0,0.0
20201026,300535,1000,0,0.0,0.0,0.0
20201026,300536,1000,0,0.0,0.0,0.0
20201026,300537,1000,0,0.0,0.0,0.0
20201026,300539,1000,0,0.0,0.0,0.0
20201026,300540,1000,0,0.0,0.0,0.0
20201026,300542,1000,0,0.0,0.0,0.0
20201026,300543,1000,0,0.0,0.0,0.0
20201026,300547,1000,0,0.0,0.0,0.0
20201026,300549,1000,0,0.0,0.0,0.0
20201026,300551,1000,0,0.0,0.0,0.0
20201026,300553,1000,0,0.0,0.0,0.0
20201026,300554,1000,0,0.0,0.0,0.0
20201026,300555,1000,0,0.0,0.0,0.0
20201026,300556,1000,0,0.0,0.0,0.0
20201026,300557,1000,0,0.0,0.0,0.0
20201026,300561,1000,1,0.0,0.0,0.0
20201026,300563,1000,0,0.0,0.0,0.0
20201026,300565,1000,0,0.0,0.0,0.0
20201026,300568,1000,0,0.0,0.0,0.0
20201026,300569,1000,0,0.0,0.0,0.0
20201026,300572,1000,0,0.0,0.0,0.0
20201026,300576,1000,1,0.0,0.0,0.0
20201026,300577,1000,0,0.0,0.0,0.0
20201026,300581,1000,0,0.0,0.0,0.0
20201026,300582,1000,0,0.0,0.0,0.0
20201026,300587,1000,0,0.0,0.0,0.0
20201026,300588,1000,0,0.0,0.0,0.0
20201026,300589,1000,0,0.0,0.0,0.0
20201026,300591,1000,0,0.0,0.0,0.0
20201026,300592,1000,0,0.0,0.0,0.0
20201026,300593,1000,0,0.0,0.0,0.0
20201026,300598,1000,1,0.0,0.0,0.0
20201026,300600,1000,0,0.0,0.0,0.0
20201026,300603,1000,0,0.0,0.0,0.0
20201026,300611,1000,0,0.0,0.0,0.0
20201026,300612,1000,0,0.0,0.0,0.0
20201026,300619,1000,0,0.0,0.0,0.0
20201026,300620,1000,0,0.0,0.0,0.0
20201026,300621,1000,0,0.0,0.0,0.0
20201026,300623,1000,0,0.0,0.0,0.0
20201026,300626,1000,0,0.0,0.0,0.0
20201026,300627,1000,0,0.0,0.0,0.0
20201026,300629,1000,0,0.0,0.0,0.0
20201026,300635,1000,0,0.0,0.0,0.0
20201026,300637,1000,0,0.0,0.0,0.0
20201026,300640,1000,0,0.0,0.0,0.0
20201026,300641,1000,0,0.0,0.0,0.0
20201026,300643,1000,0,0.0,0.0,0.0
20201026,300644,1000,0,0.0,0.0,0.0
20201026,300647,1000,0,0.0,0.0,0.0
20201026,300648,1000,0,0.0,0.0,0.0
20201026,300650,1000,0,0.0,0.0,0.0
20201026,300651,1000,0,0.0,0.0,0.0
20201026,300652,1000,0,0.0,0.0,0.0
20201026,300655,1000,0,0.0,0.0,0.0
20201026,300658,1000,0,0.0,0.0,0.0
20201026,300659,1000,0,0.0,0.0,0.0
20201026,300661,1000,1,0.0,0.0,0.0
20201026,300667,1000,0,0.0,0.0,0.0
20201026,300668,1000,0,0.0,0.0,0.0
