DataDate,AcctIDByMXZ,SecurityID,WindCode,SecName,TgtQty,MarginOrNotMark,AvlQtyInPrivatePool,AvlQtyInPublicPool,QuotaOnLastTrdDate,QtyToTerminate,QtyToLock,QtyToBorrowFromPublicSecPool,QtyToBorrowFromOutsideSource
20201210,307_m_hait_2000,4,000004.SZ,国华网安,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,7,000007.SZ,全新好,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,32,000032.SZ,深桑达A,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,34,000034.SZ,神州数码,8400,1,0,0,0,0,0,0,8400
20201210,307_m_hait_2000,48,000048.SZ,京基智农,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,100,000100.SZ,TCL科技,29000,1,0,97978,29222,222,-222,0,0
20201210,307_m_hait_2000,150,000150.SZ,宜华健康,0,1,0,0,0,0,0,0,0
20201210,307_m_hait_2000,155,000155.SZ,川能动力,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,157,000157.SZ,中联重科,20200,1,0,178600,19400,0,0,800,0
20201210,307_m_hait_2000,403,000403.SZ,双林生物,5200,1,0,0,0,0,0,0,5200
20201210,307_m_hait_2000,410,000410.SZ,*ST沈机,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,411,000411.SZ,英特集团,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,413,000413.SZ,东旭光电,0,1,0,140000,0,0,0,0,0
20201210,307_m_hait_2000,428,000428.SZ,华天酒店,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,502,000502.SZ,绿景控股,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,506,000506.SZ,中润资源,0,1,0,0,0,0,0,0,0
20201210,307_m_hait_2000,509,000509.SZ,*ST华塑,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,516,000516.SZ,国际医学,22600,1,0,0,0,0,0,0,22600
20201210,307_m_hait_2000,517,000517.SZ,荣安地产,0,1,0,0,0,0,0,0,0
20201210,307_m_hait_2000,521,000521.SZ,长虹美菱,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,523,000523.SZ,广州浪奇,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,524,000524.SZ,岭南控股,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,526,000526.SZ,紫光学大,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,534,000534.SZ,万泽股份,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,536,000536.SZ,*ST华映,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,545,000545.SZ,金浦钛业,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,564,000564.SZ,供销大集,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,571,000571.SZ,*ST大洲,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,572,000572.SZ,ST海马,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,573,000573.SZ,粤宏远A,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,585,000585.SZ,*ST东电,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,587,000587.SZ,*ST金洲,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,592,000592.SZ,平潭发展,0,1,0,0,0,0,0,0,0
20201210,307_m_hait_2000,593,000593.SZ,大通燃气,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,595,000595.SZ,*ST宝实,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,608,000608.SZ,阳光股份,0,0,0,0,0,0,0,0,0
20201210,307_m_hait_2000,609,000609.SZ,中迪投资,0,0,0,0,0,0,0,0,0
