未完成交易
时间,账户,委托号,代码,名称,委托价,委托量,成交价,成交量,撤单量,状态
09:30:31.698,mslh18hait6618,75,000516,国际医学,11.84,-4300,11.85117,-856,0,未成
10:01:30.926,mslh18hait6618,5455,600746,江苏索普,6.6,10200,6.6,7600,0,未成
10:01:55.863,mslh18hait6618,5461,002239,奥特佳,4.92,65200,0,0,0,已报
10:01:00.758,mslh18hait6618,5437,603306,华懋科技,22.59,3900,22.59,2300,0,未成
10:02:01.432,mslh18hait6618,5472,300604,长川科技,29.51,1700,0,0,0,已报



仓位
账户,代码,名称,股数,浮盈,均价
mslh18hait6618,600933,undefined,2137,-152.38,16.04
mslh18hait6618,688122,undefined,2200,-885.68,70.60
mslh18hait6618,600372,undefined,2200,-656.10,17.86
mslh18hait6618,300781,undefined,2300,-531.29,30.66
mslh18hait6618,600810,undefined,2500,262.25,9.34
mslh18hait6618,300747,undefined,2800,-1459.66,79.48
mslh18hait6618,603659,undefined,2900,-3148.57,116.80
mslh18hait6618,002707,undefined,2900,150.16,5.09
mslh18hait6618,600699,undefined,2900,445.43,25.40
mslh18hait6618,002568,undefined,3000,-3563.93,93.12
mslh18hait6618,688012,undefined,3100,1170.34,146.41
mslh18hait6618,300095,undefined,3200,-186.05,11.37
mslh18hait6618,002651,undefined,3300,-587.40,11.38
mslh18hait6618,002238,undefined,3700,68.65,7.13
mslh18hait6618,603308,undefined,3775,19.83,29.21
mslh18hait6618,300720,undefined,3800,832.56,25.19
mslh18hait6618,002738,undefined,4200,229.08,28.33
mslh18hait6618,002727,undefined,4300,355.89,32.47
mslh18hait6618,300711,undefined,4500,2261.66,16.70
mslh18hait6618,601311,undefined,4900,-476.19,9.40
mslh18hait6618,603369,undefined,4900,-8038.86,55.96
mslh18hait6618,002371,undefined,5304,-16907.61,175.92
mslh18hait6618,300207,undefined,6200,1444.38,29.17
mslh18hait6618,002030,undefined,6405,-3874.50,34.77
mslh18hait6618,600893,undefined,6500,-5511.60,50.06
mslh18hait6618,603986,undefined,7200,-14588.24,186.15
mslh18hait6618,600746,undefined,7600,147.45,6.60
mslh18hait6618,603517,undefined,7900,3444.49,76.32
mslh18hait6618,600123,undefined,8700,-166.93,5.75
mslh18hait6618,603218,undefined,8900,-2478.32,31.53
mslh18hait6618,600155,undefined,9100,-1178.35,12.27
mslh18hait6618,002659,undefined,9100,199.26,5.04
mslh18hait6618,002600,undefined,9300,-372.65,12.56
mslh18hait6618,601101,undefined,10800,1426.40,4.84
mslh18hait6618,000636,undefined,11300,-6676.87,34.89
mslh18hait6618,000923,undefined,12400,-2865.86,26.66
mslh18hait6618,002643,undefined,13400,-384.87,20.89
mslh18hait6618,603787,undefined,13900,-1684.85,31.66
mslh18hait6618,601666,undefined,14800,454.12,5.79
mslh18hait6618,601890,undefined,15900,-156.20,6.14
mslh18hait6618,600515,undefined,16100,-1622.80,6.82
mslh18hait6618,600760,undefined,16800,-18228.01,72.37
mslh18hait6618,600382,undefined,19060,-1347.52,5.69
mslh18hait6618,600765,undefined,20300,-9294.37,19.85
mslh18hait6618,300719,undefined,20800,-4377.07,19.77
mslh18hait6618,000768,undefined,21000,-4461.54,32.17
mslh18hait6618,600395,undefined,23800,-1032.57,8.39
mslh18hait6618,002288,undefined,23900,-3151.07,7.50
mslh18hait6618,600971,undefined,24900,1713.63,6.42
mslh18hait6618,601919,undefined,26100,327.63,10.88
mslh18hait6618,000655,undefined,48500,6923.13,7.75
mslh18hait6618,600580,undefined,74300,-2757.16,14.78
mslh18hait6618,000100,undefined,224200,-5350.32,6.71
总利润：,-356984.55304616975



已完成交易
时间,账户,qid,委托号,代码,名称,委托价,委托量,成交价,成交量,撤单量,状态
09:53:31,mslh18hait6618,SJNATd73d59893d694b729ce541bfd38873d3,5181,603517,绝味食品,76.6,400,0,0,400,已撤
09:53:32,mslh18hait6618,SJNAT31c2900d65474d28b310f1b9d32d6b30,5182,603589,口子窖,63.07,-700,63.1,-700,0,已成
09:53:55,mslh18hait6618,SJNAT9127bfd3b38d4a499aac84c0b98d0030,5188,000786,北新建材,35.92,4700,35.9183,4700,0,已成
09:53:55,mslh18hait6618,SJNAT924ffa04b9be43d48c53e5acabc4e542,5190,000723,美锦能源,6.73,5400,0,0,5400,已撤
09:53:57,mslh18hait6618,SJNATcb4477857e684d9fabcb5d7f1e9f5d24,5193,603156,养元饮品,26.65,1700,26.6,1700,0,已成
09:53:57,mslh18hait6618,SJNAT6d80abaad7e84f718fdcd261c3d3b80a,5196,600707,彩虹股份,5.97,-57600,5.97,-57600,0,已成
09:53:59,mslh18hait6618,SJNAT63a009c2aae54983b11d5d55485fb839,5197,000860,顺鑫农业,66.55,-600,66.56,-600,0,已成
09:53:59,mslh18hait6618,SJNAT25880fa025964279a38a5fff14058f93,5200,000786,北新建材,35.92,4700,0,0,4700,已撤
09:53:59,mslh18hait6618,SJNATd16d0fd6b96c4724901a4deb26dcf524,5201,002600,领益智造,12.56,79100,12.56,9300,69800,已撤
09:54:00,mslh18hait6618,SJNATcafcbb67f666468faaf95ef907866743,5204,002043,兔 宝 宝,8.63,700,8.63,700,0,已成
09:54:00,mslh18hait6618,SJNAT758787a9ae904874809b3d21b2d07f87,5207,002959,小熊电器,103.93,200,103.93,200,0,已成
09:54:26,mslh18hait6618,SJNATcd190bf4434f4116a6226fea50f7c7fc,5216,000786,北新建材,36,2900,36,2900,0,已成
09:54:28,mslh18hait6618,SJNAT10ba3c3d9ac0413a9ad2d031766b7eed,5219,002949,华阳国际,18.53,100,18.52,100,0,已成
09:54:29,mslh18hait6618,SJNATc2d4614d8d0540a9bc65f6fb5690de75,5220,603167,渤海轮渡,8.95,400,8.95,400,0,已成
09:54:30,mslh18hait6618,SJNATb27747c1404a44299a70a16ce2ad1a26,5222,000786,北新建材,36.06,1400,36.06,1400,0,已成
09:54:30,mslh18hait6618,SJNATdf8555dd2c6a4ba18841724e1c788f95,5223,002959,小熊电器,104.43,200,104.3,200,0,已成
09:54:31,mslh18hait6618,SJNATa31087ca49ba4089985c32ab7c08e53a,5225,688368,晶丰明源,164.04,-200,0,0,200,已撤
09:54:32,mslh18hait6618,SJNAT22091a489b7b4c5894a1939758c40085,5228,002959,小熊电器,104.43,200,104.4,200,0,已成
09:54:33,mslh18hait6618,SJNAT3b1ac1b648c048f5b9193d0a07c7eab4,5230,300690,双一科技,68.44,500,68.41,500,0,已成
09:54:55,mslh18hait6618,SJNATfc0161862df24ae6bff928a066f327ab,5236,000786,北新建材,36.08,1200,36.07917,1200,0,已成
09:54:57,mslh18hait6618,SJNAT7922a7c8ecd048abacdcaa2218781e0a,5237,002250,联化科技,23.7,-2500,23.71,-2500,0,已成
09:54:58,mslh18hait6618,SJNAT3a91c8edaa0e45ae90f52b40274a9440,5240,300690,双一科技,68.73,600,68.73,600,0,已成
09:54:59,mslh18hait6618,SJNAT87e4c8b3efbd4a4ca26baa1eda482d3a,5242,000860,顺鑫农业,66.45,-600,66.45,-600,0,已成
09:55:00,mslh18hait6618,SJNATdc72372741ad4ef89e76c4b0f29448f9,5245,002548,金新农,8.03,5800,8.03,5800,0,已成
09:55:27,mslh18hait6618,SJNAT3472574f6880444f9e5de4968ae0be7b,5251,000768,中航飞机,31.93,26000,31.93,11500,14500,已撤
09:55:30,mslh18hait6618,SJNAT4f3903346b2c4577a26094259b4d5003,5253,300403,汉宇集团,6.46,-1600,6.46,-1600,0,已成
09:55:30,mslh18hait6618,SJNATcfa2514b73764e699a96a7880d578bc6,5256,603260,合盛硅业,40.05,700,40.05,700,0,已成
09:55:30,mslh18hait6618,SJNATf9f6acc39e3247cdb3cb7f399580ac22,5259,603298,杭叉集团,21.52,600,21.52,600,0,已成
09:55:32,mslh18hait6618,SJNAT828b407363f8428287f9f95df7beedf2,5262,300369,绿盟科技,14.11,200,14.1,200,0,已成
09:55:56,mslh18hait6618,SJNAT429666f1f75f4a80abb4dec223836d5d,5264,002738,中矿资源,28.31,3200,0,0,3200,已撤
09:55:57,mslh18hait6618,SJNATde331cae482c46deb476c02f757431cf,5266,603589,口子窖,63.26,-500,63.302,-500,0,已成
09:55:57,mslh18hait6618,SJNATc884d523162144f7b99cedc4827a45f0,5268,002270,华明装备,5.46,100,5.46,100,0,已成
09:55:57,mslh18hait6618,SJNAT6923618f3cbc4c48a5a90e56407840bf,5269,600168,武汉控股,6.98,100,6.98,100,0,已成
09:55:57,mslh18hait6618,SJNAT59763111552d4eeba95d11ef4d53d394,5270,688368,晶丰明源,163.42,-200,0,0,200,已撤
09:55:59,mslh18hait6618,SJNATd0fb8dded4274d39bc66d0961ec54fff,5274,603589,口子窖,63.27,-600,63.29,-600,0,已成
09:56:27,mslh18hait6618,SJNAT4e345c1bc0114efdaa04430a25c4cdc8,5278,000887,中鼎股份,11.3,500,11.29,500,0,已成
09:56:27,mslh18hait6618,SJNAT886bf162be56423694bbfef5f27287fa,5281,603589,口子窖,63.2,-600,63.23,-600,0,已成
09:56:29,mslh18hait6618,SJNAT22eaca9be49d4b95ad6fd1e20a888cc9,5284,000786,北新建材,36.16,3000,36.13967,3000,0,已成
09:56:31,mslh18hait6618,SJNAT6e70a23c14c64b1fa0e781a1afc3ace9,5286,600733,北汽蓝谷,8.35,-20200,8.35,-20200,0,已成
09:56:32,mslh18hait6618,SJNATc645aeea54de4b2889528e4a37f8c7fc,5289,300377,赢时胜,8.35,-600,8.35,-600,0,已成
09:56:32,mslh18hait6618,SJNAT8b36d3180ac64a85b9b14fedb00598fd,5292,603589,口子窖,63.22,-500,63.28,-500,0,已成
09:56:33,mslh18hait6618,SJNAT2704373ce6bf472c831095c37f90d504,5294,603330,上海天洋,29.66,-300,29.66,-300,0,已成
09:56:55,mslh18hait6618,SJNATb2845ee7736041758d73bd2ad3a1d859,5295,002738,中矿资源,28.31,3200,28.29,3200,0,已成
09:56:57,mslh18hait6618,SJNATa6f3c3433d2b452db1bc4b08a544f4b4,5296,002798,帝欧家居,18.03,-100,0,0,100,已撤
09:56:57,mslh18hait6618,SJNAT5e8d1f17e5e94afd9cd246c7cc181d0c,5298,603589,口子窖,63.26,-500,63.264,-500,0,已成
09:56:59,mslh18hait6618,SJNATc3a35759a12e4f9793de586df551b7fd,5301,000860,顺鑫农业,66.72,-1700,66.78,-1700,0,已成
