仓位,,,,,,,,,,,
账户,代码,名称,股数,浮盈,均价,,,,,,
msm7haiti,601717,郑煤机,-12800,-479.47,10.37,,,,,,
msm7haiti,2353,杰瑞股份,-7000,-1115.82,33.71,,,,,,
msm7haiti,2214,大立科技,-6200,-1946.01,27.37,,,,,,
msm7haiti,300072,三聚环保,-5600,-1002.73,5.63,,,,,,
msm7haiti,2466,天齐锂业,-4100,-6439.69,35.65,,,,,,
msm7haiti,688389,,-3020,0,20.67,,,,,,
msm7haiti,688030,,-2831,0,29.99,,,,,,
msm7haiti,300357,我武生物,-1700,234.85,74.96,,,,,,
msm7haiti,2382,蓝帆医疗,-1000,404.45,22.3,,,,,,
msm7haiti,2202,金风科技,-1000,-412.53,14.01,,,,,,
msm7haiti,2007,华兰生物,-1000,352.41,42.32,,,,,,
msm7haiti,688015,,-200,0,37.18,,,,,,
msm7haiti,688288,,-100,-2.71,35.69,,,,,,
msm7haiti,300251,光线传媒,-100,15.22,11.18,,,,,,
msm7haiti,688021,,55,0,61.24,,,,,,
msm7haiti,300595,,300,571.04,78.7,,,,,,
msm7haiti,688099,,1300,-1584.11,74.3,,,,,,
msm7haiti,600765,中航重机,1300,153.65,19.85,,,,,,
msm7haiti,2238,天威视讯,9900,851.73,7.13,,,,,,
msm7haiti,100,TCL集团,29600,1747.59,6.71,,,,,,
msm7haiti,813,天山纺织,33000,-9183.47,5.23,,,,,,
总利润：,-24887.86681,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
已完成交易,,,,,,,,,,,
9:48:32,msm7haiti,SJNATa9c195e44afa4b59aebbf2a2cb67a597,224,688021,,62.64,-500,0,0,500,已撤
9:48:32,msm7haiti,SJNATb38ecea1952641e58a5b3f85bbc3fa40,225,688030,,30.12,300,30.12,300,0,已成
9:48:56,msm7haiti,SJNAT035669d9dad14721ac5b552d8afd64cb,227,600456,宝钛股份,46.32,-700,46.37,-700,0,已成
9:48:57,msm7haiti,SJNAT7430d1350f2b4c48bb43724f8ab812cf,228,688021,,62.64,-500,0,0,500,已撤
9:48:57,msm7haiti,SJNATe5bbb05301d04ad3808f0034ee4a2ff9,229,300326,凯利泰,16.48,-13400,16.48,-13400,0,已成
9:48:58,msm7haiti,SJNAT508a43816afd444bbc29382663493b37,230,688389,,20.58,-700,20.59,-700,0,已成
9:49:23,msm7haiti,SJNAT5b1b985bc2bb41aab10c4ebf6eb616d9,232,688288,,35.37,100,0,0,0,废单
9:49:29,msm7haiti,SJNAT4c3e2dfc95904e599647dde532580007,233,688288,,35.39,100,0,0,0,废单
9:49:32,msm7haiti,SJNATdf4e09827f334d0d9aae485677552f74,234,300122,智飞生物,157.15,1600,157.15,1500,100,已撤
9:49:32,msm7haiti,SJNAT18bfb314355b49a084d6c2d9e619b676,235,688288,,35.39,100,0,0,0,废单
9:49:55,msm7haiti,SJNAT9a3d2420c43c41af80d7f0769b0564f5,236,688021,,62.41,-1600,0,0,1600,已撤
9:49:59,msm7haiti,SJNAT1c21d0eef27340869e02501e9d06d9ed,237,600456,宝钛股份,46.19,-2200,46.22,-2200,0,已成
9:50:27,msm7haiti,SJNATca0b4cbe046b4af9909a19f0db99e14a,240,600456,宝钛股份,46.31,-1500,46.40267,-1500,0,已成
9:50:32,msm7haiti,SJNATfd1593b6e8ef41e39978c8d20cee6afd,242,300122,智飞生物,157.59,100,157.56,100,0,已成
9:50:58,msm7haiti,SJNATc40b2cb0ae674069b52a159a7353c463,243,300357,我武生物,74.93,-2600,74.958,-2000,600,已撤
9:51:31,msm7haiti,SJNAT8afee9447ed740629e9b283d148d1085,244,688389,,20.6,-1000,20.6,-1000,0,已成
9:51:53,msm7haiti,SJNAT2d40117d2c6345c7b8ede0d666d6f0b5,245,688196,,64.98,-300,0,0,300,已撤
9:52:23,msm7haiti,SJNAT9fb70198d409445aa6bf0e7d05c021b1,248,688022,,32.23,3000,0,0,3000,已撤
9:52:25,msm7haiti,SJNATa5d5d516921d404492d4a0c0d9a58445,249,688389,,20.64,-1000,0,0,1000,已撤
9:52:26,msm7haiti,SJNATcc279cb983e7402eac3f9b016411e389,250,688021,,62.42,-600,62.42333,-600,0,已成
9:52:56,msm7haiti,SJNAT219ff6bbfe0f4543adbab9448c13636b,253,601919,中国远洋,10.8,13400,10.8,13400,0,已成
9:56:25,msm7haiti,SJNATaf6f0f71e6f7400a8af6851f8ffa7aa6,255,688021,,62.61,-200,0,0,200,已撤
9:56:31,msm7haiti,SJNATd290161c5350408489caafa2e3494631,256,600733,S前锋,8.35,-24200,8.35,-24200,0,已成
9:56:32,msm7haiti,SJNAT3894bc26937442b48ada88feaa31cacf,257,688021,,62.58,-200,0,0,200,已撤
9:56:53,msm7haiti,SJNATa5cf1835db4c4630a8817fe544896df0,259,688021,,62.57,-200,0,0,200,已撤
9:56:59,msm7haiti,SJNATe11c16e34b034301bcc57e35d46f2c2e,261,688021,,62.56,-200,0,0,200,已撤
9:57:53,msm7haiti,SJNAT1b7e3f9f27e84a5b89f4194d0031d8ca,264,688021,,62.66,-500,62.66,-45,455,已撤
9:59:25,msm7haiti,SJNAT2e3208bc09434b6f975a80950cc21063,266,688021,,63,-500,0,0,500,已撤
9:59:32,msm7haiti,SJNATf9cdc90a569e447face47a98c9fc1c77,267,688021,,62.99,-200,0,0,200,已撤
10:00:54,msm7haiti,SJNATae4f5a8f4c88457a9552345d2be619bb,270,688389,,20.75,-1000,20.75,-100,900,已撤
10:01:57,msm7haiti,SJNAT1bcefaf54d5a4a61a288add6d1349666,272,688389,,20.76,-2100,20.76,-1220,880,已撤
10:02:25,msm7haiti,SJNAT3373ec825eb1491e8ba936ea8ce023b6,274,688015,,37.15,-700,0,0,700,已撤
10:02:29,msm7haiti,SJNAT032604b59e4a4564aef40a6ee9d6a8c3,275,688015,,37.13,-100,0,0,0,废单
10:02:54,msm7haiti,SJNAT86edf3027fd04a3ebb91d5353495f4fa,277,688389,,20.74,-2100,0,0,2100,已撤
10:02:54,msm7haiti,SJNAT64ebc7dccbec4d0d85d02045eb048020,278,688015,,37.06,-2200,0,0,2200,已撤
10:03:30,msm7haiti,SJNATd98813807a59427dace27ec1a2ee44ea,281,688015,,37.01,-2100,0,0,2100,已撤
10:03:54,msm7haiti,SJNAT7dd8793dc06040958d975a37819f66ea,282,688099,,73.92,-700,74.02857,-700,0,已成
10:05:01,msm7haiti,SJNATbca8cd7e88874861b23d2886fb7982e0,284,300595,,78.7,300,78.7,300,0,已成
10:06:28,msm7haiti,SJNATf055c57e96074895b86be6e606a06f5b,285,2238,天威视讯,7.18,9700,7.18,1900,7800,已撤
10:06:57,msm7haiti,SJNATfb9b364b9fd54b8d8daf96de27914e17,287,688108,,13.01,800,0,0,800,已撤
10:09:32,msm7haiti,SJNAT55475b9c6a094075bee9c1213e4c9719,289,2214,大立科技,27.33,-6200,27.37,-6200,0,已成
10:10:56,msm7haiti,SJNATd1ffcc9dbc4844c3b0d1b41d73992bc3,290,830,鲁西化工,12.52,13900,12.51,13900,0,已成
10:10:58,msm7haiti,SJNATa0c39cfcaad24067a852799b51a15369,291,688021,,62.86,-1400,62.86,-200,1200,已撤
10:11:28,msm7haiti,SJNAT437a8ea843a94f16a1ac46dc961b5c5f,292,600362,江西铜业,19.77,-2300,19.78,-2300,0,已成
10:11:59,msm7haiti,SJNATe1db30a363134c6e98e38c0c2c9e7ed6,293,688030,,30.37,-500,0,0,500,已撤
10:16:54,msm7haiti,SJNAT1d959999cdae4f95acbbfc2f5d74d4a5,296,688116,,54.08,1300,0,0,1300,已撤
10:16:57,msm7haiti,SJNATa71a9953ce4e46a290db8843c120cfa5,297,688116,,54.09,1900,0,0,1900,已撤
10:17:25,msm7haiti,SJNAT37ceb45e78f94a7ca96955843ad84a18,299,688116,,54.38,700,0,0,700,已撤
10:24:27,msm7haiti,SJNAT5ff93bac4a204a10b903610b44528065,302,2074,国轩高科,35.83,1000,35.78,1000,0,已成
10:24:29,msm7haiti,SJNAT23cfe7185161412992e79a720cf68df3,303,688116,,53.68,1800,0,0,1800,已撤
10:24:58,msm7haiti,SJNAT162c297ef23c4477854401904957c8c6,304,688030,,30.41,-3400,0,0,3400,已撤
10:25:28,msm7haiti,SJNATb0415826c7754a7081b499976a17feb1,307,688030,,30.31,-400,0,0,400,已撤
10:26:57,msm7haiti,SJNAT0a070810ef7143d1b782c7c1374df359,309,688030,,30.16,500,0,0,500,已撤
10:27:29,msm7haiti,SJNATf0800d95e0494c7480ff8bb00c01310f,311,688030,,30.14,2800,0,0,2800,已撤
10:28:01,msm7haiti,SJNAT345dd83188804544970be4b7abe363e0,313,688030,,30.17,2900,0,0,2900,已撤
10:31:53,msm7haiti,SJNATc25183e512674c1d98d455fa392708da,315,688068,,39.3,-500,39.3,-500,0,已成
10:32:29,msm7haiti,SJNAT4a4b282f29c14087a662e53cc9559f57,316,688030,,30.37,-3400,0,0,3400,已撤
10:32:57,msm7haiti,SJNATcd002afd5e314e9fac60e671600953f2,318,688030,,30.29,-1500,0,0,1500,已撤
10:33:24,msm7haiti,SJNATe4aad670f57d4d068c72526f327d2165,320,688030,,30.25,-1500,0,0,1500,已撤
10:33:58,msm7haiti,SJNAT13bb0014931245c2b43a1a73a5c06cdc,322,300326,凯利泰,16.52,13400,16.52,13400,0,已成
10:35:58,msm7haiti,SJNAT41c6f6fefb0e44c4af556fe61cbb0309,323,600531,豫光金铅,5.49,-36000,5.49,-36000,0,已成
10:37:57,msm7haiti,SJNAT56420553d1764396972ab22237e29eea,324,688030,,30.47,-2600,0,0,2600,已撤
10:41:30,msm7haiti,SJNAT0284a5edc6f44dc4b57bb90932c542bf,326,2670,华声股份,11.57,-700,11.59,-700,0,已成
10:43:31,msm7haiti,SJNAT9f63747d1bb14824b9b0a222af767f2e,327,600765,中航重机,19.77,-3500,0,0,3500,已撤
10:45:23,msm7haiti,SJNAT9e87691ea7c94450821c713331d35ef6,329,688108,,13.16,900,0,0,900,已撤
10:45:58,msm7haiti,SJNAT3d5e723674e4439790803e0537873731,331,688021,,62.07,1000,0,0,1000,已撤
10:46:57,msm7haiti,SJNAT7f2fbf190eda4582ad0df78a82e0c435,333,688108,,13.15,900,0,0,900,已撤
10:48:53,msm7haiti,SJNAT12c4812031ee40bc9249edc7d76b953d,335,688108,,13.16,900,0,0,900,已撤
10:50:57,msm7haiti,SJNATd2ab89121f46482f80f29a1c41b187a2,337,688068,,38.83,500,38.8,500,0,已成
10:51:57,msm7haiti,SJNATeaa8fefc3769488c98620d619a129a64,338,688068,,38.81,400,0,0,400,已撤
10:52:53,msm7haiti,SJNATe4442c7ffaa945e99133f310ca31c669,339,688108,,13.17,900,0,0,900,已撤
10:52:59,msm7haiti,SJNAT10b8ec3360ef4437901653fadb0cf99f,342,688108,,13.19,900,0,0,900,已撤
10:55:29,msm7haiti,SJNATa57c9b5a6344425085e729ae5cec561c,344,688030,,30.28,2900,0,0,2900,已撤
10:55:31,msm7haiti,SJNATba2035beb1ff410ab45238a9a0aed57a,345,300274,阳光电源,71.11,1000,71.07,1000,0,已成
10:56:23,msm7haiti,SJNAT0380643327bc454f872b8c2ca76d8583,347,688030,,30.3,2900,30.3,69,2831,已撤
10:57:59,msm7haiti,SJNATa337930d22f84a65874a48fa134dcb1a,349,603799,华友钴业,70.82,2800,0,0,2800,已撤
10:58:28,msm7haiti,SJNATc6b16aced1fa45f3bde3f094a4abb3d7,350,601899,紫金矿业,8.91,24000,0,0,24000,已撤
10:58:59,msm7haiti,SJNAT46edd2de7d96448dbebe2e1afeb553f0,353,603799,华友钴业,71.34,2800,71.34,2800,0,已成
11:02:57,msm7haiti,SJNATad456d1d2d2044db864b6b24db79e336,354,688015,,37.48,-1900,0,0,1900,已撤
11:03:53,msm7haiti,SJNAT829dca265fe84fb8b84af9c4a12b5a00,356,688116,,55.19,700,55.19,700,0,已成
11:04:28,msm7haiti,SJNAT4813dc93d5514fcea3065b2300934541,357,688108,,13.19,900,0,0,900,已撤
11:07:00,msm7haiti,SJNATeabe6129dc4c4616bd913b2e8c908d13,359,688116,,55.03,300,0,0,300,已撤
11:09:27,msm7haiti,SJNAT33f80c0f50f54d36a20889d930bde132,361,2460,赣锋锂业,102.19,200,102.19,200,0,已成
11:09:32,msm7haiti,SJNATf83a89ef12664f20909e82b40ff9b612,363,688021,,61.68,800,0,0,800,已撤
11:11:59,msm7haiti,SJNATec5dc221d3cf454da7a3987752a49130,365,688108,,13.16,900,0,0,900,已撤
11:12:27,msm7haiti,SJNATac5fa6789bbd444fa49fe522812265a9,367,688108,,13.18,900,13.18,900,0,已成
11:13:58,msm7haiti,SJNATedec48249ecd4ce7b445b2d6e4931790,368,688021,,61.52,800,61.52,800,0,已成
11:14:01,msm7haiti,SJNATdcb00da4b53847c6965dd0be010c64eb,369,688021,,62.09,-600,62.09,-200,400,已撤
11:20:25,msm7haiti,SJNATaa54c1a1a7a24c419c5b09c52f198847,372,688030,,30.44,-1300,0,0,1300,已撤
11:20:29,msm7haiti,SJNAT05d78e2aa7014fde966147af461f85e6,373,688030,,30.43,-800,0,0,800,已撤
11:20:58,msm7haiti,SJNAT0fba46a536294484acfc2b7ac4e2e5eb,375,600531,豫光金铅,5.67,36000,5.67,36000,0,已成
11:21:25,msm7haiti,SJNAT3fef8f8f7ec24b7390c79e89ba8df0e3,376,688030,,30.34,-1100,0,0,1100,已撤
11:21:28,msm7haiti,SJNAT7e60c69ace044c8eb6dfba4c86818f88,378,688030,,30.33,-800,0,0,800,已撤
11:21:57,msm7haiti,SJNATdd4fe10d1f744e24b62e894e9fb0c3b8,380,688030,,30.28,-600,0,0,600,已撤
11:22:28,msm7haiti,SJNATf952ac5c12af430bb1567d727d45f037,383,688030,,30.26,-500,0,0,500,已撤
11:23:57,msm7haiti,SJNAT9a60bdae85e84909a9dda95d1dfbfcce,385,688030,,30.18,600,0,0,600,已撤
11:24:28,msm7haiti,SJNATf5d7f36edc5d4d2186d80def82cde951,386,688030,,30.2,3800,0,0,3800,已撤
11:25:28,msm7haiti,SJNAT4e33130bee464191b1259f8996d7a5bb,389,688030,,30.22,2800,0,0,2800,已撤
11:25:31,msm7haiti,SJNAT5cde70ccd3fc4ab485baf8eff8056969,390,688030,,30.22,600,0,0,600,已撤
11:26:54,msm7haiti,SJNAT59c8b380cea1455191e9213d9f54d1af,393,688030,,30.21,2800,0,0,2800,已撤
11:27:30,msm7haiti,SJNAT21250dec38ba4f1db87063a42ba6eb5c,395,813,天山纺织,5.23,33000,5.23,33000,0,已成
11:27:58,msm7haiti,SJNATb85e7f7c498d4e2c90b44777d6308e98,396,688021,,61.24,1800,61.24,1800,0,已成
11:29:28,msm7haiti,SJNAT8f5fa9cb6c8b4ea1b90d834531b9361d,397,688030,,30.1,4500,0,0,4500,已撤
13:00:25,msm7haiti,SJNAT75c3044e3fdb4acc893ca5f7b8db9765,399,688030,,30.21,2800,0,0,2800,已撤
13:00:57,msm7haiti,SJNAT2bddc98c8b31437aaa09a086954ddb7f,401,688030,,30.19,500,0,0,500,已撤
13:01:57,msm7haiti,SJNAT68774d040562403aaf58f3fe9b7fbba2,403,688030,,30.2,300,0,0,300,已撤
13:03:23,msm7haiti,SJNAT5d9c7a4e22074180bf58e36f44574beb,405,688030,,30.15,300,0,0,300,已撤
13:03:31,msm7haiti,SJNAT6d77e8a1e690478892cf8ab41332d165,407,688030,,30.17,300,0,0,300,已撤
13:04:01,msm7haiti,SJNATf24e7bce36b0430cb1c8922bb573db4c,408,688021,,62.5,-1300,0,0,1300,已撤
13:05:25,msm7haiti,SJNAT14de08f3121b4cedbdf7a3f6ef551bba,411,688021,,62.37,-600,0,0,600,已撤
13:05:58,msm7haiti,SJNATaa4c99f9d476409f9cf08e9bf8bbacd8,413,688021,,62.28,-1300,0,0,1300,已撤
13:06:23,msm7haiti,SJNATcc3086014e144993b8288ec9458272cf,415,688021,,62.26,-1300,0,0,1300,已撤
13:06:31,msm7haiti,SJNATf5f89b1205824dc7b22b729aee6a6bd6,416,300357,我武生物,74.01,300,74.01,300,0,已成
13:06:54,msm7haiti,SJNATb8c7a73281344e438c3dc831314d801f,418,688116,,56.7,500,56.69,500,0,已成
13:07:25,msm7haiti,SJNAT2301fdcc4484456c93eb3b45773f4909,419,688116,,56.95,2300,0,0,2300,已撤
13:08:30,msm7haiti,SJNATb46abf99647a4618af89646a53482f42,421,600362,江西铜业,20.42,2300,20.42,2300,0,已成
13:10:29,msm7haiti,SJNAT1cfb6239aab04be8b661c15cd3882b65,422,688021,,61.98,-1300,61.98,-1300,0,已成
13:11:25,msm7haiti,SJNATccde2c90fec54dc09456ec727e6652d3,423,688116,,57.25,200,57.22,200,0,已成
13:11:28,msm7haiti,SJNAT5d2f7272c1ff4a73a2d46ffc75432ba6,424,688116,,57.26,100,0,0,0,废单
13:13:29,msm7haiti,SJNAT2ce6f7abb2224bbfa94c58500b1f2db2,426,688116,,57.18,3100,57.17,3100,0,已成
13:14:27,msm7haiti,SJNATed76dee051c74629be9d5a5aab37d272,427,2202,金风科技,14.34,1000,0,0,1000,已撤
13:58:58,msm7haiti,SJNAT84b998cb9fcd4496b96f17957e233a96,429,688099,,73.54,-300,73.54,-300,0,已成
14:00:59,msm7haiti,SJNAT1b3f9dc4824c4960a219f3d7c83960b0,430,2670,华声股份,11.4,700,11.39,700,0,已成
14:06:24,msm7haiti,SJNATb0c22c91ad574aa08a6c56aa14fa4e5c,431,688389,,20.54,3000,0,0,3000,已撤
14:10:31,msm7haiti,SJNAT0005d1e3e35b480bb908cc0d96a36e3e,433,600765,中航重机,19.82,-2200,19.82,-2200,0,已成
14:11:28,msm7haiti,SJNAT49c5f8b07c384a579e810b6f7be78815,434,625,长安汽车,21.84,-1600,21.86,-1600,0,已成
14:11:56,msm7haiti,SJNAT75f87984179843dba93de3201dd2e422,435,601238,广汽集团,13.39,1000,13.37,1000,0,已成
14:25:58,msm7haiti,SJNATbdfc0b7b2be64334808358ba9798e17a,436,300142,沃森生物,37.07,5500,37.05418,5500,0,已成
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
信息统计,,,,,,,,,,,
账户,代码,名称,利润,笔数,股数,交易额,费用,,,,
msm7haiti,603799,华友钴业,-9679.42,5,5600,390132,307.42,,,,
msm7haiti,600531,豫光金铅,-6798.17,2,72000,401760,318.17,,,,
msm7haiti,688116,,-4946.01,5,9000,506755.12,403.13,,,,
msm7haiti,2812,,-4837.2,4,2800,393075,312.2,,,,
msm7haiti,600456,宝钛股份,-3660.98,6,8800,410827.996,327,,,,
msm7haiti,601919,中国远洋,-3309.55,2,26800,286358,227.55,,,,
msm7haiti,600733,S前锋,-3228.18,2,48400,407044,324.18,,,,
msm7haiti,300122,智飞生物,-1988.35,3,3200,501373.96,400.31,,,,
msm7haiti,600362,江西铜业,-1545.23,2,4600,92460,73.23,,,,
msm7haiti,830,鲁西化工,-1351.82,3,27800,346703,276.82,,,,
msm7haiti,300326,凯利泰,-889.49,2,26800,442200,353.49,,,,
msm7haiti,2460,赣锋锂业,-869.61,2,400,40038,31.61,,,,
msm7haiti,2085,万丰奥威,-759.06,3,52000,329136,263.06,,,,
msm7haiti,688099,,-565.31,3,3300,244771.999,147.31,,,,
msm7haiti,2353,杰瑞股份,-306.8,3,7000,236002.004,306.8,,,,
msm7haiti,768,中航飞机,-285.61,4,13200,431976,345.61,,,,
msm7haiti,2214,大立科技,-220.6,1,6200,169694,220.6,,,,
msm7haiti,2466,天齐锂业,-190,2,4100,146152.01,190,,,,
msm7haiti,688030,,-188.49,4,3569,107094.693,128.1,,,,
msm7haiti,601717,郑煤机,-172.54,2,12800,132724.97,172.54,,,,
msm7haiti,600765,中航重机,-143.53,2,5700,113079,77.53,,,,
msm7haiti,601238,广汽集团,-121.26,2,2000,26640,21.26,,,,
msm7haiti,100,TCL集团,-59.59,3,29600,198622,59.59,,,,
msm7haiti,2007,华兰生物,-55.02,1,1000,42320,55.02,,,,
msm7haiti,688108,,-54.5,3,1800,23688.43,18.93,,,,
msm7haiti,813,天山纺织,-51.78,1,33000,172590,51.78,,,,
msm7haiti,300072,三聚环保,-40.99,1,5600,31528,40.99,,,,
msm7haiti,2382,蓝帆医疗,-28.99,1,1000,22300,28.99,,,,
msm7haiti,2238,天威视讯,-21.18,3,9900,70612,21.18,,,,
msm7haiti,2202,金风科技,-18.21,1,1000,14010,18.21,,,,
msm7haiti,688015,,-9.67,1,200,7436,9.67,,,,
msm7haiti,300595,,-7.08,1,300,23610,7.08,,,,
msm7haiti,688288,,-4.64,1,100,3569,4.64,,,,
msm7haiti,300251,光线传媒,-1.45,1,100,1118,1.45,,,,
msm7haiti,688389,,45.81,7,5220,107370.2,117.19,,,,
msm7haiti,625,长安汽车,54.07,2,3200,69842,55.93,,,,
msm7haiti,300357,我武生物,82.85,2,2300,172119,201.55,,,,
msm7haiti,2670,华声股份,127.06,2,1400,16086,12.94,,,,
msm7haiti,688022,,168.55,2,1000,32945,26.45,,,,
msm7haiti,688068,,218.64,2,1000,39050,31.36,,,,
msm7haiti,688196,,274.63,2,1000,64886.7,52.07,,,,
msm7haiti,300274,阳光电源,285.77,2,2000,142540,114.23,,,,
msm7haiti,2074,国轩高科,811.62,2,2000,72430,58.38,,,,
msm7haiti,688021,,2080.13,8,5145,317861.698,253.77,,,,
msm7haiti,603678,火炬电子,3214.83,8,7200,450465.001,362.16,,,,
msm7haiti,300142,沃森生物,6991.41,4,11000,414922.99,335.6,,,,
总利润：,-32054.95982,,,,,,,,,,
