未完成交易
时间,账户,委托号,代码,名称,委托价,委托量,成交价,成交量,撤单量,状态
10:01:26.567,mslh18hait6618,5739,000733,振华科技,55,1800,0,0,0,已报



仓位
账户,代码,名称,股数,浮盈,均价
09:57:01,mslh18hait6618,SJNAT7d9ddec5b1cc48f3b98b514891a3da2c,5540,600711,盛屯矿业,8.78,72600,8.78,72600,0,已成
09:57:28,mslh18hait6618,SJNATe4705debfcfb4f428fc2918db273cb6f,5551,600732,ST爱旭,17.69,-6500,0,0,6500,已撤
09:57:29,mslh18hait6618,SJNAT19fa86ab19844172910bacdca060ac98,5555,600189,吉林森工,10.27,-3800,0,0,3800,已撤
09:57:31,mslh18hait6618,SJNAT357567c7f229406ab08e84246cd44e35,5561,002531,天顺风能,8.61,-16800,0,0,16800,已撤
09:57:32,mslh18hait6618,SJNAT29759d05ee234076b806466432f29e82,5567,600438,通威股份,38.25,-5700,38.28,-5700,0,已成
09:57:32,mslh18hait6618,SJNATcd867f14fd2e4b41ab4498f1d19efbc1,5568,600189,吉林森工,10.29,-100,10.29,-100,0,已成
09:57:32,mslh18hait6618,SJNAT25d04eb99e194bc7ac62c9c4495b018b,5570,600111,北方稀土,12.61,41400,12.60314,41400,0,已成
09:57:32,mslh18hait6618,SJNATe095d0b90aeb43ae979b73ea172d79a4,5574,603063,禾望电气,19.67,2800,19.66,2800,0,已成
09:57:32,mslh18hait6618,SJNAT2ccd550762734bc38d62f977ae876e73,5578,688333,铂力特,144.79,-100,0,0,0,废单
09:57:54,mslh18hait6618,SJNAT61034ce307fb4324be41f131906855d4,5586,688333,铂力特,143.59,-100,0,0,0,废单
09:57:56,mslh18hait6618,SJNAT7c6c63186960475d9168aa548b0ef499,5587,000547,航天发展,25.71,9000,25.71,2300,6700,已撤
09:57:59,mslh18hait6618,SJNAT1dc07a5fa490429f89a330a92aa1e2b8,5592,688333,铂力特,144.77,-100,0,0,0,废单
09:57:59,mslh18hait6618,SJNATdbb14b3f559a46ff97f5bf3880d951a2,5594,300724,捷佳伟创,144.95,-1500,144.95,-1500,0,已成
09:58:01,mslh18hait6618,SJNATf2c540cac605499c973dd75736112f24,5596,603181,皇马科技,20.53,-500,20.53,-500,0,已成
09:58:01,mslh18hait6618,SJNATcf445d524b1e462783db88816724c4f3,5597,603718,海利生物,12.91,-4500,12.91356,-4500,0,已成
