时间,账户,qid,委托号,代码,名称,委托价,委托量,成交价,成交量,撤单量,状态
9:45:58,msm7haiti,SJNAT316505ab73f54638ace3230f857eceb9,256,600804,鹏博士,6.57,-21100,6.57,-21100,0,已成
9:45:59,msm7haiti,SJNAT2439ed2b7f5a4e3f9afb952782c2c617,257,300134,大富科技,9.67,-12200,9.67,-12200,0,已成
9:45:59,msm7haiti,SJNAT1045861bb75b4a20950fa49b8e7f717c,258,503,海虹控股,8.53,-6500,8.53,-6500,0,已成
9:46:02,msm7haiti,SJNATf5c9e7cdbe3444cc80679048acb3969d,261,688099,,71.78,-600,71.78,-600,0,已成
9:46:27,msm7haiti,SJNAT4a3ffd548e4b4d5391cb3320d62842f1,264,503,海虹控股,8.53,-2300,8.53,-2300,0,已成
9:46:29,msm7haiti,SJNAT0e99778207dc4471abbbaa6bbddb6591,265,2202,金风科技,14.44,-1000,14.461,-1000,0,已成
9:46:31,msm7haiti,SJNAT9402c44b8cfc45af893545b86b9588f7,266,688015,,36.58,-800,36.61,-800,0,已成
9:46:33,msm7haiti,SJNAT5fcbe43c7b4f4c708f1cfa149e250dbc,268,688015,,36.58,-800,36.5869,-800,0,已成
9:46:58,msm7haiti,SJNATd69fe3e4f6bb4392bf2982ee504c2a9b,272,688011,,52.99,400,52.99,400,0,已成
9:47:02,msm7haiti,SJNAT7511c9e06cbe4b45b10ef01f231eabc1,275,688011,,53.02,500,53.02,500,0,已成
9:47:54,msm7haiti,SJNAT0a583e1296794e69b39d819ab3daa231,277,688011,,53.21,2400,53.18,2400,0,已成
