fund_account,asset_prop,exchange_type,stock_code,stock_name,stock_type,current_amount,hold_amount,enable_amount,last_price,cost_price,income_balance,hand_flag,market_value,av_buy_price,av_income_balance,cost_balance,uncome_buy_amount,uncome_sell_amount,entrust_sell_amount,real_buy_amount,real_sell_amount,asset_price,keep_cost_price,assure_ratio
960000039239,7,2,000503,国新健康,0,7300.000,7300.000,7300.000,7.080,7.399,-2331.230,0,51684.000,7.357,726.040,54015.230,0.000,0.000,0.000,0.000,0.000,7.080,7.399,0.000
960000039239,7,1,603799,华友钴业,0,2900.000,2900.000,2900.000,107.000,83.524,68079.360,0,310300.000,101.256,37338.050,242220.640,0.000,0.000,0.000,0.000,0.000,107.000,83.524,0.000
960000039239,7,2,002288,超华科技,0,10000.000,10000.000,10000.000,9.050,7.846,12039.730,0,90500.000,9.081,6578.470,78460.270,0.000,0.000,0.000,0.000,0.000,9.050,7.846,0.000
960000039239,7,2,002389,航天彩虹,0,6600.000,6600.000,6600.000,25.520,34.375,-58445.640,0,168432.000,26.289,-41474.990,226877.640,0.000,0.000,0.000,0.000,0.000,25.520,34.375,0.650
960000039239,7,1,600543,莫高股份,0,25700.000,25700.000,25700.000,7.000,8.278,-32853.410,0,179900.000,7.304,-20646.590,212753.410,0.000,0.000,0.000,0.000,0.000,7.000,8.278,0.460
960000039239,7,1,600773,西藏城投,0,22900.000,22900.000,22900.000,7.750,10.042,-52489.450,0,177475.000,7.901,-32302.070,229964.450,0.000,0.000,0.000,0.000,0.000,7.750,10.042,0.650
960000039239,7,1,600733,北汽蓝谷,0,9500.000,9500.000,9500.000,8.500,10.248,-16604.040,0,80750.000,8.760,-11493.680,97354.040,0.000,0.000,0.000,0.000,0.000,8.500,10.248,0.000
960000039239,7,2,300059,东方财富,c,5400.000,5400.000,5400.000,34.860,42.459,-41033.900,0,188244.000,36.733,-24228.280,229277.900,0.000,0.000,0.000,0.000,0.000,34.860,42.459,0.700
960000039239,7,1,511990,华宝添益,j,238107.000,238107.000,238107.000,100.004,98.585,337882.180,0,23811652.430,99.903,302385.670,23473770.250,0.000,0.000,0.000,0.000,0.000,100.004,98.585,0.950
960000039239,7,1,603993,洛阳钼业,0,33600.000,33600.000,33600.000,6.500,6.179,10801.940,0,218400.000,6.178,0.000,207598.060,0.000,0.000,0.000,0.000,0.000,6.500,6.179,0.700
