fund_account,asset_prop,exchange_type,stock_code,stock_name,stock_type,current_amount,hold_amount,enable_amount,last_price,cost_price,income_balance,hand_flag,market_value,av_buy_price,av_income_balance,cost_balance,uncome_buy_amount,uncome_sell_amount,entrust_sell_amount,real_buy_amount,real_sell_amount,asset_price,keep_cost_price,assure_ratio
960000039239,7,2,300315,掌趣科技,c,30000.000,30000.000,0.000,5.290,5.040,7502.920,0,158700.000,5.067,-1674.140,151197.080,0.000,0.000,30000.000,30000.000,30000.000,5.290,5.040,0.650
960000039239,7,2,000725,京东方Ａ,0,30700.000,30700.000,30700.000,7.130,6.741,11943.520,0,218891.000,6.821,2473.840,206947.480,0.000,0.000,0.000,0.000,0.000,7.130,6.741,0.670
960000039239,7,1,600616,金枫酒业,0,22800.000,22800.000,22800.000,8.350,8.398,-1091.800,0,190380.000,8.397,0.000,191471.800,0.000,0.000,0.000,0.000,0.000,8.350,8.398,0.520
960000039239,7,1,603005,晶方科技,0,2300.000,0.000,0.000,82.910,83.387,-1097.900,0,190693.000,0.000,0.000,191790.900,0.000,0.000,0.000,2300.000,0.000,82.910,83.387,0.650
960000039239,7,1,603799,华友钴业,0,2400.000,2400.000,0.000,96.280,81.535,35388.650,0,231072.000,84.862,-1003.660,195683.350,0.000,0.000,2400.000,2400.000,2400.000,96.280,81.535,0.000
960000039239,7,2,002570,贝因美,0,26900.000,26900.000,0.000,5.280,4.979,8102.830,0,142032.000,5.168,975.400,133929.170,0.000,0.000,26900.000,26900.000,26900.000,5.280,4.979,0.000
960000039239,7,2,000799,酒鬼酒,0,1200.000,0.000,0.000,179.390,180.106,-859.300,0,215268.000,0.000,0.000,216127.300,0.000,0.000,0.000,1200.000,0.000,179.390,180.106,0.550
960000039239,7,2,300251,光线传媒,c,6600.000,6600.000,6600.000,12.470,13.022,-3642.030,0,82302.000,13.020,0.000,85944.030,0.000,0.000,0.000,0.000,0.000,12.470,13.022,0.650
960000039239,7,2,300059,东方财富,c,5300.000,5300.000,0.000,39.350,38.433,4859.940,0,208555.000,38.500,-5418.060,203695.060,0.000,0.000,5300.000,5300.000,5300.000,39.350,38.433,0.550
960000039239,7,1,603919,金徽酒,0,6100.000,0.000,0.000,38.700,41.916,-19616.840,0,236070.000,0.000,0.000,255686.840,0.000,0.000,0.000,6100.000,0.000,38.700,41.916,0.640
960000039239,7,1,600776,东方通信,0,7900.000,7900.000,7900.000,12.240,12.432,-1514.730,0,96696.000,12.430,0.000,98210.730,0.000,0.000,0.000,0.000,0.000,12.240,12.432,0.650
960000039239,7,1,600316,洪都航空,0,7800.000,7800.000,0.000,53.700,52.548,8983.230,0,418860.000,51.790,0.000,409876.770,0.000,0.000,7800.000,7800.000,7800.000,53.700,52.548,0.000
960000039239,7,1,600415,小商品城,0,19400.000,11500.000,0.000,5.180,5.309,-2501.460,0,100492.000,5.511,0.000,102993.460,0.000,0.000,11500.000,19400.000,11500.000,5.180,5.309,0.550
960000039239,7,1,600893,航发动力,0,2900.000,2900.000,0.000,75.470,70.099,15575.670,0,218863.000,71.506,-584.580,203287.330,0.000,0.000,2900.000,2900.000,2900.000,75.470,70.099,0.700
960000039239,7,1,600827,百联股份,0,10000.000,10000.000,0.000,20.100,19.712,3878.740,0,201000.000,19.703,1116.640,197121.260,0.000,0.000,10000.000,10000.000,10000.000,20.100,19.712,0.600
960000039239,7,1,600967,内蒙一机,0,10000.000,10000.000,0.000,11.700,12.072,-3717.020,0,117000.000,12.220,0.000,120717.020,0.000,0.000,10000.000,10000.000,10000.000,11.700,12.072,0.650
960000039239,7,1,600862,中航高科,0,5600.000,5600.000,0.000,38.990,34.896,22928.720,0,218344.000,36.404,3252.850,195415.280,0.000,0.000,5600.000,5600.000,5600.000,38.990,34.896,0.550
