时间,账户,qid,委托号,代码,名称,委托价,委托量,成交价,成交量,撤单量,状态
13:31:33,mslh18hait6618,SJNAT79231342e8bb43569785d34d73fbc303,10398,300623,捷捷微电,41.66,2900,41.63173,2900,0,已成
13:31:56,mslh18hait6618,SJNAT1b28f73b593a435b879b14bcd3653ee5,10400,603299,苏盐井神,7.02,4600,0,0,4600,已撤
13:31:57,mslh18hait6618,SJNATdf100d4f8de54a2e8669ca03d7374360,10403,601128,常熟银行,6.95,11300,0,0,11300,已撤
13:31:58,mslh18hait6618,SJNAT747a54c32cb04dd7844d5809da594c0a,10406,300674,宇信科技,32.23,600,0,0,600,已撤
13:32:31,mslh18hait6618,SJNAT98acc5facf8a4e248a4ef7fbe8be849e,10412,534,万泽股份,12.29,2100,12.28571,2100,0,已成
13:32:33,mslh18hait6618,SJNAT776111c8234648d7a20cc3b26d603139,10414,300307,慈星股份,5.16,8900,5.16,8900,0,已成
13:32:56,mslh18hait6618,SJNATed5337ff692e4a4499ea3759b61bbddf,10416,921,海信家电,14.71,-100,14.71,-100,0,已成
13:35:00,mslh18hait6618,SJNAT6d5086c705b4493b873734976cf7b697,10430,601969,海南矿业,6.27,-5800,6.27,-5800,0,已成
13:35:30,mslh18hait6618,SJNAT5270b346f1f342ddb923058d4c491cb0,10433,300394,天孚通信,48.16,200,48.16,200,0,已成
13:35:30,mslh18hait6618,SJNAT3114180181ca41d3b9e731dcdb7ccec5,10436,688008,澜起科技,80.86,500,80.81,500,0,已成
13:35:31,mslh18hait6618,SJNAT33a424dc048142b6ad48ecfd3f27de45,10439,601949,中国出版,5.38,-200,0,0,200,已撤
13:35:57,mslh18hait6618,SJNAT818b38601f4947e7b7d2e46b9e8f56b8,10442,603378,亚士创能,43.01,500,0,0,500,已撤
13:37:29,mslh18hait6618,SJNAT4ae214928bf742438b69b5fa7ee857f3,10453,601949,中国出版,5.36,-200,0,0,200,已撤
13:37:30,mslh18hait6618,SJNAT23ccc138afae4d8f96f6609f35441925,10456,300149,量子生物,14.28,300,14.28,300,0,已成
13:39:01,mslh18hait6618,SJNAT9debca0da0184acca4fb3ce66e610e8d,10462,300296,利亚德,6.29,8000,6.29,8000,0,已成
