"证券代码","证券名称","起始日","归还日","到期日","剩余期限","合约数量","日初合约数量","已用数量","合约金额","使用费率","占用利率","预计占用利息","已还利息","展期后到期日","展期次数","违约金率","合约编号","资产账号","账户名称"
"600316	","洪都航空","2021-01-21","2021-02-02","2021-02-03","2","3900","3900","3900","201630.00","0.00%","7.00%","431.26","0.00","--","0","18.00%","202101210000000010	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600776	","东方通信","2021-01-20","2021-02-02","2021-02-03","2","7900","7900","7900","99382.00","0.00%","8.50%","281.58","0.00","--","0","18.00%","202101200000001043	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002156	","通富微电","2021-01-20","2021-02-02","2021-02-03","2","3400","3400","3400","102272.00","0.00%","8.50%","289.77","0.00","--","0","18.00%","202101200000001035	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601766	","中国中车","2021-01-20","2021-02-10","2021-02-16","15","19200","19200","19200","131904.00","0.00%","9.00%","395.71","0.00","--","0","18.00%","202101200000000956	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002460	","赣锋锂业","2021-01-20","2021-02-01","2021-02-02","1","100","100","100","12698.00","0.00%","9.00%","38.09","0.00","--","0","18.00%","202101200000000952	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601919	","中远海控","2021-01-20","2021-02-01","2021-02-02","1","1500","1500","1500","21060.00","0.00%","5.00%","35.10","0.00","--","0","18.00%","202101200000000048	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600460	","士兰微","2021-01-20","2021-02-10","2021-02-16","15","4200","4200","4200","108360.00","0.00%","7.00%","252.84","0.00","--","0","18.00%","202101200000000047	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300274	","阳光电源","2021-01-20","2021-02-01","2021-02-02","1","1200","1200","1200","110640.00","0.00%","7.00%","258.16","0.00","--","0","18.00%","202101200000000046	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000725	","京东方Ａ","2021-01-20","2021-01-29","2021-02-01","0","1200","1200","0","8052.00","0.00%","5.00%","13.42","0.00","--","0","18.00%","202101200000000045	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300274	","阳光电源","2021-01-19","2021-02-01","2021-02-02","1","1200","1200","1200","100680.00","0.00%","8.50%","309.03","0.00","--","0","18.00%","202101190000002143	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600855	","航天长峰","2021-01-19","2021-02-01","2021-02-02","1","6200","6200","6200","95294.00","0.00%","8.50%","292.50","0.00","--","0","18.00%","202101190000002142	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600460	","士兰微","2021-01-19","2021-02-01","2021-02-02","1","3700","3700","3700","94720.00","0.00%","8.50%","290.74","0.00","--","0","18.00%","202101190000002126	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600197	","伊力特","2021-01-19","2021-02-01","2021-02-02","1","4100","4100","4100","98974.00","0.00%","8.50%","303.80","0.00","--","0","18.00%","202101190000002124	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600616	","金枫酒业","2021-01-19","2021-01-29","2021-02-01","0","22800","22800","0","193344.00","0.00%","9.00%","628.37","0.00","--","0","18.00%","202101190000002119	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600893	","航发动力","2021-01-19","2021-02-01","2021-02-02","1","1500","1500","1500","100200.00","0.00%","8.50%","307.56","0.00","--","0","18.00%","202101190000002104	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601919	","中远海控","2021-01-19","2021-01-29","2021-02-01","0","12800","12800","0","180224.00","0.00%","9.00%","585.73","0.00","--","0","18.00%","202101190000002078	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300059	","东方财富","2021-01-19","2021-01-29","2021-02-01","0","5300","5300","0","196312.00","0.00%","7.00%","496.23","0.00","--","0","18.00%","202101190000000065	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600862	","中航高科","2021-01-19","2021-01-29","2021-02-01","0","2900","2900","0","104400.00","0.00%","7.00%","263.90","0.00","--","0","18.00%","202101190000000037	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600827	","百联股份","2021-01-19","2021-01-29","2021-02-01","0","4400","4400","0","86636.00","0.00%","7.00%","219.00","0.00","--","0","18.00%","202101190000000036	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300059	","东方财富","2021-01-19","2021-01-29","2021-02-01","0","5300","5300","0","196312.00","0.00%","7.00%","496.23","0.00","--","0","18.00%","202101190000000035	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300001	","特锐德","2021-01-18","2021-01-29","2021-02-01","0","1000","1000","0","35620.00","0.00%","9.00%","124.67","0.00","--","0","18.00%","202101180000001421	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002407	","多氟多","2021-01-18","2021-01-29","2021-02-01","0","10000","10000","0","212300.00","0.00%","7.00%","577.93","0.00","--","0","18.00%","202101180000001415	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002340	","格林美","2021-01-18","2021-01-29","2021-02-01","0","11900","11900","0","97699.00","0.00%","8.50%","322.95","0.00","--","0","18.00%","202101180000001414	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600862	","中航高科","2021-01-18","2021-01-29","2021-02-01","0","2700","2700","0","97443.00","0.00%","8.50%","322.10","0.00","--","0","18.00%","202101180000001407	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600827	","百联股份","2021-01-18","2021-01-29","2021-02-01","0","5600","5600","0","110040.00","0.00%","8.50%","363.74","0.00","--","0","18.00%","202101180000001406	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000725	","京东方Ａ","2021-01-18","2021-01-29","2021-02-01","0","29500","29500","0","201780.00","0.00%","9.00%","706.23","0.00","--","0","18.00%","202101180000001352	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603799	","华友钴业","2021-01-18","2021-02-10","2021-02-12","11","1000","1000","1000","83100.00","0.00%","9.00%","290.85","0.00","--","0","18.00%","202101180000001328	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603799	","华友钴业","2021-01-18","2021-01-29","2021-02-01","0","1400","1400","0","116340.00","0.00%","9.00%","407.19","0.00","--","0","18.00%","202101180000001323	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002389	","航天彩虹","2021-01-18","2021-02-08","2021-02-09","8","6600","6600","6600","204930.00","0.00%","7.00%","557.87","0.00","--","0","18.00%","202101180000000147	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000733	","振华科技","2021-01-18","2021-02-01","2021-02-02","1","3800","3800","3800","224466.00","0.00%","7.00%","611.05","0.00","--","0","18.00%","202101180000000145	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000733	","振华科技","2021-01-18","2021-01-29","2021-02-01","0","1900","1900","0","112233.00","0.00%","7.00%","305.52","0.00","--","0","18.00%","202101180000000130	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000733	","振华科技","2021-01-18","2021-01-29","2021-02-01","0","1900","1900","0","112233.00","0.00%","8.50%","370.99","0.00","--","0","18.00%","202101180000000125	","960000039239	","鸣石宽墨十一号私募证券投资基金"
