DataDate,AcctIDByMXZ,SecurityID,WindCode,SecName,TgtQty,MarginOrNotMark,AvlQtyInPrivatePool,AvlQtyInPublicPool,QuotaOnLastTrdDate,QtyToTerminate,QtyToLock,QtyToBorrowFromPublicSecPool,QtyToBorrowFromOutsideSource
20201126,307_m_hait_2000,000012,000012.SZ,南玻A,21000,1,0.0,0.0,0.0,0.0,0.0,0.0,21000.0
20201126,307_m_hait_2000,000016,000016.SZ,深康佳A,22000,1,0.0,0.0,0.0,0.0,0.0,0.0,22000.0
20201126,307_m_hait_2000,000032,000032.SZ,深桑达A,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000034,000034.SZ,神州数码,6400,1,0.0,0.0,0.0,0.0,0.0,0.0,6400.0
20201126,307_m_hait_2000,000039,000039.SZ,中集集团,9400,1,0.0,0.0,6400.0,0.0,0.0,0.0,3000.0
20201126,307_m_hait_2000,000048,000048.SZ,京基智农,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000100,000100.SZ,TCL科技,21400,1,0.0,180300.0,7800.0,0.0,0.0,13600.0,0.0
20201126,307_m_hait_2000,000155,000155.SZ,川能动力,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000301,000301.SZ,东方盛虹,13600,1,0.0,0.0,0.0,0.0,0.0,0.0,13600.0
20201126,307_m_hait_2000,000410,000410.SZ,*ST沈机,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000411,000411.SZ,英特集团,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000428,000428.SZ,华天酒店,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000502,000502.SZ,绿景控股,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000506,000506.SZ,中润资源,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000516,000516.SZ,国际医学,16800,1,0.0,0.0,0.0,0.0,0.0,0.0,16800.0
20201126,307_m_hait_2000,000523,000523.SZ,广州浪奇,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000526,000526.SZ,紫光学大,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000534,000534.SZ,万泽股份,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000545,000545.SZ,金浦钛业,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000550,000550.SZ,江铃汽车,7000,1,0.0,0.0,0.0,0.0,0.0,0.0,7000.0
20201126,307_m_hait_2000,000551,000551.SZ,创元科技,16600,1,0.0,0.0,0.0,0.0,0.0,0.0,16600.0
20201126,307_m_hait_2000,000564,000564.SZ,供销大集,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000566,000566.SZ,海南海药,16600,1,0.0,0.0,0.0,0.0,0.0,0.0,16600.0
20201126,307_m_hait_2000,000570,000570.SZ,苏常柴A,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000571,000571.SZ,*ST大洲,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000572,000572.SZ,ST海马,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000573,000573.SZ,粤宏远A,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201126,307_m_hait_2000,000592,000592.SZ,平潭发展,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
