DataDate,SecurityID,WindCode,SecName,TgtQty,MarginOrNotMark,AvlQtyInPrivatePool,AvlQtyInPublicPool,QuotaOnLastTrdDate,QtyToTerminate,QtyToLock,QtyToBorrowFromPublicSecPool,QtyToBorrowFromOutsideSource
20201110,000004,000004.SZ,国农科技,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000007,000007.SZ,全新好,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000010,000010.SZ,美丽生态,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000011,000011.SZ,深物业A,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000014,000014.SZ,沙河股份,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000016,000016.SZ,深康佳A,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201110,000020,000020.SZ,深华发A,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000023,000023.SZ,深天地A,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000030,000030.SZ,富奥股份,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201110,000034,000034.SZ,神州数码,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201110,000037,000037.SZ,深南电A,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000039,000039.SZ,中集集团,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201110,000056,000056.SZ,皇庭国际,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000070,000070.SZ,特发信息,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201110,000088,000088.SZ,盐田港,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201110,000100,000100.SZ,TCL科技,1000,1,0.0,21600.0,1000.0,0.0,0.0,0.0,0.0
20201110,000150,000150.SZ,宜华健康,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000153,000153.SZ,丰原药业,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000301,000301.SZ,东方盛虹,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201110,000407,000407.SZ,胜利股份,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000408,000408.SZ,*ST藏格,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000410,000410.SZ,*ST沈机,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000411,000411.SZ,英特集团,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000416,000416.SZ,民生控股,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000421,000421.SZ,南京公用,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000428,000428.SZ,华天酒店,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000502,000502.SZ,绿景控股,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000503,000503.SZ,国新健康,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201110,000504,000504.SZ,ST生物,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000505,000505.SZ,京粮控股,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201110,000506,000506.SZ,中润资源,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000509,000509.SZ,*ST华塑,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000516,000516.SZ,国际医学,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201110,000523,000523.SZ,广州浪奇,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000524,000524.SZ,岭南控股,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000526,000526.SZ,紫光学大,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000550,000550.SZ,江铃汽车,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201110,000551,000551.SZ,创元科技,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201110,000561,000561.SZ,烽火电子,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000564,000564.SZ,供销大集,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201110,000566,000566.SZ,海南海药,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201110,000571,000571.SZ,*ST大洲,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
