DataDate,SecurityID,TgtQty,MarginOrNotMark,AvlQtyInPrivatePool,AvlQtyInPublicPool,QuotaOnLastTrdDate,QtyToLock,QtyToBorrowFromPublicSecPool
20201027,000972,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,000975,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,000978,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,000980,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,000982,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,000985,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002006,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002021,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002022,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002025,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002026,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002030,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002041,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002042,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002052,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002066,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002069,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002071,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002072,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002074,1000,1,0.0,2600.0,0.0,0.0,1000.0
20201027,002076,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002083,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002086,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002087,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002089,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002096,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002105,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002109,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002112,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002113,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002114,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002118,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002119,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002122,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002127,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002131,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002132,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002134,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002136,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002139,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002141,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002147,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002151,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002154,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002159,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002160,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002161,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002162,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002163,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002164,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002165,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002169,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002172,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002173,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002175,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002177,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002186,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002187,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002188,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002190,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002192,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002194,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002196,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002200,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002201,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002202,1000,1,0.0,45795.0,0.0,0.0,1000.0
20201027,002207,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002209,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002210,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002211,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002213,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002218,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002219,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002227,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002234,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002235,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002240,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002245,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002247,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002248,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002256,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002259,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002265,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002269,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002277,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002278,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002280,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002282,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002283,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002285,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002286,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002287,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002289,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002291,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002297,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002298,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002306,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002307,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002321,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002323,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002326,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002329,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002331,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002334,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002335,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002336,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002338,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002343,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002345,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002348,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002354,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002355,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002356,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002362,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002365,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002366,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002370,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002375,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002382,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002387,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002389,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002397,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002400,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002404,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002407,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002416,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002417,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002418,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002425,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002426,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002427,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002428,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002430,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002438,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002442,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002445,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002447,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002451,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002459,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002464,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002466,1000,1,0.0,300.0,0.0,0.0,300.0
20201027,002470,1000,0,0.0,61900.0,0.0,0.0,1000.0
20201027,002471,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002473,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002487,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002488,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002494,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002496,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002499,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002501,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002504,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002506,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002514,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002516,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002517,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002524,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002529,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002531,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002535,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002541,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002547,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002551,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002553,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002554,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002555,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002569,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002571,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002575,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002576,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002577,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002581,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002584,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002585,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002590,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002592,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002593,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002596,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002607,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002610,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002612,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002613,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002614,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002615,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002617,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002618,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002619,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002622,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002623,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002625,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002626,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002629,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002633,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002634,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002638,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002643,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002644,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002645,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002650,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002651,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002652,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002655,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002656,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002659,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002660,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002662,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002664,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002665,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002667,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002674,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002675,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002679,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002684,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002685,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002686,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002689,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002691,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002693,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002694,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002699,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002700,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002703,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002707,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002709,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002712,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002715,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002716,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002718,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002723,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002724,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002739,1000,1,150000.0,550.0,0.0,1000.0,0.0
20201027,002740,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002742,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002745,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002748,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002750,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002753,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002758,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002759,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002762,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002766,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002767,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002770,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002772,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002774,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002778,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002779,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002780,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002785,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002797,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,002799,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002800,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002802,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002806,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002813,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002819,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002822,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002825,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002826,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002827,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002829,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002830,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002835,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002836,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002845,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002848,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002856,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002857,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002858,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002862,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002865,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002866,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002870,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002871,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002872,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002875,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002877,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002878,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002881,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002885,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002893,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002896,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002897,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002898,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002905,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002910,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002917,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002919,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002921,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002922,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002927,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002931,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002940,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002941,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002943,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002951,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002952,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002960,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,002963,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,300001,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,300004,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,300005,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,300006,1000,1,0.0,0.0,0.0,0.0,0.0
20201027,300008,1000,0,0.0,0.0,0.0,0.0,0.0
20201027,300010,1000,1,0.0,0.0,0.0,0.0,0.0
