DataDate,SecurityID,WindCode,SecName,TgtQty,MarginOrNotMark,AvlQtyInPrivatePool,AvlQtyInPublicPool,QuotaOnLastTrdDate,QtyToTerminate,QtyToLock,QtyToBorrowFromPublicSecPool,QtyToBorrowFromOutsideSource
20201109,000004,000004.SZ,国农科技,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000007,000007.SZ,全新好,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000010,000010.SZ,美丽生态,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000011,000011.SZ,深物业A,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000014,000014.SZ,沙河股份,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000016,000016.SZ,深康佳A,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000017,000017.SZ,*ST中华A,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000020,000020.SZ,深华发A,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000023,000023.SZ,深天地A,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000026,000026.SZ,飞亚达,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000034,000034.SZ,神州数码,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000037,000037.SZ,深南电A,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000056,000056.SZ,皇庭国际,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000070,000070.SZ,特发信息,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000088,000088.SZ,盐田港,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000150,000150.SZ,宜华健康,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000153,000153.SZ,丰原药业,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000301,000301.SZ,东方盛虹,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000407,000407.SZ,胜利股份,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000408,000408.SZ,*ST藏格,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000410,000410.SZ,*ST沈机,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000411,000411.SZ,英特集团,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000416,000416.SZ,民生控股,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000421,000421.SZ,南京公用,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000428,000428.SZ,华天酒店,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000502,000502.SZ,绿景控股,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000503,000503.SZ,国新健康,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000504,000504.SZ,ST生物,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000505,000505.SZ,京粮控股,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000506,000506.SZ,中润资源,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000509,000509.SZ,*ST华塑,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000516,000516.SZ,国际医学,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000523,000523.SZ,广州浪奇,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000524,000524.SZ,岭南控股,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000550,000550.SZ,江铃汽车,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000551,000551.SZ,创元科技,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000561,000561.SZ,烽火电子,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000564,000564.SZ,供销大集,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000566,000566.SZ,海南海药,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000571,000571.SZ,*ST大洲,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000572,000572.SZ,ST海马,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000576,000576.SZ,甘化科工,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000585,000585.SZ,*ST东电,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000587,000587.SZ,*ST金洲,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000595,000595.SZ,*ST宝实,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000599,000599.SZ,青岛双星,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000608,000608.SZ,阳光股份,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000609,000609.SZ,中迪投资,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000610,000610.SZ,西安旅游,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000611,000611.SZ,ST天首,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000612,000612.SZ,焦作万方,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000613,000613.SZ,大东海A,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000616,000616.SZ,海航投资,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000625,000625.SZ,长安汽车,1000,1,0.0,20000.0,1000.0,0.0,0.0,0.0,0.0
20201109,000633,000633.SZ,合金投资,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000638,000638.SZ,万方发展,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000662,000662.SZ,*ST天夏,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000663,000663.SZ,*ST永林,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000668,000668.SZ,荣丰控股,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000669,000669.SZ,*ST金鸿,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000673,000673.SZ,*ST当代,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000676,000676.SZ,智度股份,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000679,000679.SZ,*ST友谊,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000687,000687.SZ,*ST华讯,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000692,000692.SZ,惠天热电,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000695,000695.SZ,滨海能源,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000697,000697.SZ,炼石航空,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000698,000698.SZ,沈阳化工,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000707,000707.SZ,ST双环,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000710,000710.SZ,贝瑞基因,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000711,000711.SZ,京蓝科技,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000713,000713.SZ,丰乐种业,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000716,000716.SZ,黑芝麻,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000720,000720.SZ,新能泰山,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000721,000721.SZ,西安饮食,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000725,000725.SZ,京东方A,1000,1,0.0,57700.0,1000.0,0.0,0.0,0.0,0.0
20201109,000732,000732.SZ,泰禾集团,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000752,000752.SZ,*ST西发,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000757,000757.SZ,浩物股份,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000762,000762.SZ,西藏矿业,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000766,000766.SZ,通化金马,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000780,000780.SZ,*ST平能,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000796,000796.SZ,凯撒旅业,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000798,000798.SZ,中水渔业,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000799,000799.SZ,酒鬼酒,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000802,000802.SZ,北京文化,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000806,000806.SZ,*ST银河,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000816,000816.SZ,智慧农业,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000818,000818.SZ,航锦科技,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000820,000820.SZ,*ST节能,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000822,000822.SZ,山东海化,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000829,000829.SZ,天音控股,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000831,000831.SZ,五矿稀土,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000835,000835.SZ,*ST长动,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000839,000839.SZ,中信国安,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000861,000861.SZ,海印股份,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000868,000868.SZ,ST安凯,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000880,000880.SZ,潍柴重机,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000881,000881.SZ,中广核技,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000889,000889.SZ,中嘉博创,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000890,000890.SZ,*ST胜尔,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000893,000893.SZ,亚钾国际,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000908,000908.SZ,景峰医药,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000913,000913.SZ,钱江摩托,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000917,000917.SZ,电广传媒,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000918,000918.SZ,嘉凯城,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000920,000920.SZ,南方汇通,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000929,000929.SZ,兰州黄河,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000936,000936.SZ,华西股份,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000957,000957.SZ,中通客车,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,000971,000971.SZ,*ST高升,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000972,000972.SZ,ST中基,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000978,000978.SZ,桂林旅游,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000980,000980.SZ,*ST众泰,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000982,000982.SZ,*ST中绒,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000985,000985.SZ,大庆华科,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,000996,000996.SZ,中国中期,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,002021,002021.SZ,ST中捷,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002026,002026.SZ,山东威达,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002041,002041.SZ,登海种业,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,002044,002044.SZ,美年健康,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,002052,002052.SZ,*ST同洲,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002055,002055.SZ,得润电子,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
20201109,002066,002066.SZ,瑞泰科技,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002069,002069.SZ,獐子岛,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002071,002071.SZ,*ST长城,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002072,002072.SZ,ST凯瑞,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002074,002074.SZ,国轩高科,1000,1,0.0,3600.0,1000.0,0.0,0.0,0.0,0.0
20201109,002076,002076.SZ,*ST雪莱,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002086,002086.SZ,*ST东洋,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002087,002087.SZ,新野纺织,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002089,002089.SZ,ST新海,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002096,002096.SZ,南岭民爆,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002105,002105.SZ,信隆健康,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002109,002109.SZ,兴化股份,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002112,002112.SZ,三变科技,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002113,002113.SZ,*ST天润,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002114,002114.SZ,罗平锌电,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002118,002118.SZ,紫鑫药业,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002126,002126.SZ,银轮股份,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002131,002131.SZ,利欧股份,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002132,002132.SZ,恒星科技,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201109,002134,002134.SZ,天津普林,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
