DataDate,AcctIDByMXZ,SecurityID,WindCode,SecName,TgtQty,MarginOrNotMark,AvlQtyInPrivatePool,AvlQtyInPublicPool,QuotaOnLastTrdDate,QtyToTerminate,QtyToLock,QtyToBorrowFromPublicSecPool,QtyToBorrowFromOutsideSource,_id
20201124,307_m_hait_2000,000004,000004.SZ,国农科技,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c4f
20201124,307_m_hait_2000,000007,000007.SZ,全新好,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c50
20201124,307_m_hait_2000,000012,000012.SZ,南玻A,19800,1,0.0,0.0,0.0,0.0,0.0,0.0,19800.0,5fbe0e1e9a5021a6d0432c51
20201124,307_m_hait_2000,000016,000016.SZ,深康佳A,22200,1,0.0,0.0,0.0,0.0,0.0,0.0,22200.0,5fbe0e1e9a5021a6d0432c52
20201124,307_m_hait_2000,000023,000023.SZ,深天地A,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c53
20201124,307_m_hait_2000,000030,000030.SZ,富奥股份,18000,1,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,5fbe0e1e9a5021a6d0432c54
20201124,307_m_hait_2000,000032,000032.SZ,深桑达A,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c55
20201124,307_m_hait_2000,000034,000034.SZ,神州数码,6000,1,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,5fbe0e1e9a5021a6d0432c56
20201124,307_m_hait_2000,000039,000039.SZ,中集集团,9600,1,0.0,0.0,6400.0,0.0,0.0,0.0,3200.0,5fbe0e1e9a5021a6d0432c57
20201124,307_m_hait_2000,000100,000100.SZ,TCL科技,21000,1,0.0,208900.0,1500.0,0.0,0.0,19500.0,0.0,5fbe0e1e9a5021a6d0432c58
20201124,307_m_hait_2000,000150,000150.SZ,宜华健康,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c59
20201124,307_m_hait_2000,000155,000155.SZ,川能动力,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c5a
20201124,307_m_hait_2000,000301,000301.SZ,东方盛虹,15000,1,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,5fbe0e1e9a5021a6d0432c5b
20201124,307_m_hait_2000,000403,000403.SZ,双林生物,3400,1,0.0,0.0,2200.0,0.0,0.0,0.0,1200.0,5fbe0e1e9a5021a6d0432c5c
20201124,307_m_hait_2000,000408,000408.SZ,*ST藏格,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c5d
20201124,307_m_hait_2000,000410,000410.SZ,*ST沈机,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c5e
20201124,307_m_hait_2000,000411,000411.SZ,英特集团,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c5f
20201124,307_m_hait_2000,000428,000428.SZ,华天酒店,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c60
20201124,307_m_hait_2000,000502,000502.SZ,绿景控股,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c61
20201124,307_m_hait_2000,000503,000503.SZ,国新健康,13200,1,0.0,10700.0,6300.0,0.0,0.0,6900.0,0.0,5fbe0e1e9a5021a6d0432c62
20201124,307_m_hait_2000,000504,000504.SZ,ST生物,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c63
20201124,307_m_hait_2000,000505,000505.SZ,京粮控股,16800,1,0.0,0.0,0.0,0.0,0.0,0.0,16800.0,5fbe0e1e9a5021a6d0432c64
20201124,307_m_hait_2000,000506,000506.SZ,中润资源,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c65
20201124,307_m_hait_2000,000509,000509.SZ,*ST华塑,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c66
20201124,307_m_hait_2000,000516,000516.SZ,国际医学,16200,1,0.0,0.0,0.0,0.0,0.0,0.0,16200.0,5fbe0e1e9a5021a6d0432c67
20201124,307_m_hait_2000,000517,000517.SZ,荣安地产,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c68
20201124,307_m_hait_2000,000523,000523.SZ,广州浪奇,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c69
20201124,307_m_hait_2000,000526,000526.SZ,紫光学大,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c6a
20201124,307_m_hait_2000,000530,000530.SZ,冰山冷热,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c6b
20201124,307_m_hait_2000,000534,000534.SZ,万泽股份,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c6c
20201124,307_m_hait_2000,000545,000545.SZ,金浦钛业,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c6d
20201124,307_m_hait_2000,000550,000550.SZ,江铃汽车,6800,1,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,5fbe0e1e9a5021a6d0432c6e
20201124,307_m_hait_2000,000551,000551.SZ,创元科技,16400,1,0.0,0.0,0.0,0.0,0.0,0.0,16400.0,5fbe0e1e9a5021a6d0432c6f
20201124,307_m_hait_2000,000560,000560.SZ,我爱我家,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c70
20201124,307_m_hait_2000,000561,000561.SZ,烽火电子,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c71
20201124,307_m_hait_2000,000564,000564.SZ,供销大集,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c72
20201124,307_m_hait_2000,000566,000566.SZ,海南海药,16400,1,0.0,0.0,0.0,0.0,0.0,0.0,16400.0,5fbe0e1e9a5021a6d0432c73
20201124,307_m_hait_2000,000570,000570.SZ,苏常柴A,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c74
20201124,307_m_hait_2000,000571,000571.SZ,*ST大洲,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c75
20201124,307_m_hait_2000,000573,000573.SZ,粤宏远A,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c76
20201124,307_m_hait_2000,000592,000592.SZ,平潭发展,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c77
20201124,307_m_hait_2000,000608,000608.SZ,阳光股份,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c78
20201124,307_m_hait_2000,000612,000612.SZ,焦作万方,18200,1,0.0,0.0,0.0,0.0,0.0,0.0,18200.0,5fbe0e1e9a5021a6d0432c79
20201124,307_m_hait_2000,000613,000613.SZ,大东海A,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c7a
20201124,307_m_hait_2000,000615,000615.SZ,奥园美谷,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c7b
20201124,307_m_hait_2000,000622,000622.SZ,恒立实业,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c7c
20201124,307_m_hait_2000,000625,000625.SZ,长安汽车,6800,1,0.0,20200.0,1000.0,0.0,0.0,5800.0,0.0,5fbe0e1e9a5021a6d0432c7d
20201124,307_m_hait_2000,000633,000633.SZ,合金投资,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c7e
20201124,307_m_hait_2000,000638,000638.SZ,万方发展,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c7f
20201124,307_m_hait_2000,000639,000639.SZ,西王食品,23400,1,0.0,0.0,0.0,0.0,0.0,0.0,23400.0,5fbe0e1e9a5021a6d0432c80
20201124,307_m_hait_2000,000659,000659.SZ,珠海中富,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c81
20201124,307_m_hait_2000,000662,000662.SZ,*ST天夏,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c82
20201124,307_m_hait_2000,000668,000668.SZ,荣丰控股,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c83
20201124,307_m_hait_2000,000669,000669.SZ,*ST金鸿,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c84
20201124,307_m_hait_2000,000673,000673.SZ,*ST当代,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c85
20201124,307_m_hait_2000,000676,000676.SZ,智度股份,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c86
20201124,307_m_hait_2000,000677,000677.SZ,恒天海龙,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c87
20201124,307_m_hait_2000,000679,000679.SZ,*ST友谊,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c88
20201124,307_m_hait_2000,000681,000681.SZ,视觉中国,9200,1,0.0,0.0,0.0,0.0,0.0,0.0,9200.0,5fbe0e1e9a5021a6d0432c89
20201124,307_m_hait_2000,000687,000687.SZ,*ST华讯,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c8a
20201124,307_m_hait_2000,000692,000692.SZ,惠天热电,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c8b
20201124,307_m_hait_2000,000695,000695.SZ,滨海能源,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c8c
20201124,307_m_hait_2000,000697,000697.SZ,炼石航空,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c8d
20201124,307_m_hait_2000,000698,000698.SZ,沈阳化工,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c8e
20201124,307_m_hait_2000,000707,000707.SZ,ST双环,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c8f
20201124,307_m_hait_2000,000711,000711.SZ,京蓝科技,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c90
20201124,307_m_hait_2000,000713,000713.SZ,丰乐种业,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c91
20201124,307_m_hait_2000,000716,000716.SZ,黑芝麻,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c92
20201124,307_m_hait_2000,000720,000720.SZ,新能泰山,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c93
20201124,307_m_hait_2000,000725,000725.SZ,京东方A,27600,1,20800.0,224000.0,18400.0,0.0,9200.0,0.0,0.0,5fbe0e1e9a5021a6d0432c94
20201124,307_m_hait_2000,000727,000727.SZ,*ST东科,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c95
20201124,307_m_hait_2000,000751,000751.SZ,锌业股份,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c96
20201124,307_m_hait_2000,000752,000752.SZ,*ST西发,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c97
20201124,307_m_hait_2000,000762,000762.SZ,西藏矿业,11400,1,0.0,0.0,0.0,0.0,0.0,0.0,11400.0,5fbe0e1e9a5021a6d0432c98
20201124,307_m_hait_2000,000768,000768.SZ,中航飞机,5000,1,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,5fbe0e1e9a5021a6d0432c99
20201124,307_m_hait_2000,000780,000780.SZ,*ST平能,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c9a
20201124,307_m_hait_2000,000796,000796.SZ,凯撒旅业,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c9b
20201124,307_m_hait_2000,000798,000798.SZ,中水渔业,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432c9c
20201124,307_m_hait_2000,000802,000802.SZ,北京文化,22200,1,0.0,0.0,0.0,0.0,0.0,0.0,22200.0,5fbe0e1e9a5021a6d0432c9d
20201124,307_m_hait_2000,000807,000807.SZ,云铝股份,17000,1,0.0,0.0,0.0,0.0,0.0,0.0,17000.0,5fbe0e1e9a5021a6d0432c9e
20201124,307_m_hait_2000,000811,000811.SZ,冰轮环境,18600,1,0.0,0.0,0.0,0.0,0.0,0.0,18600.0,5fbe0e1e9a5021a6d0432c9f
20201124,307_m_hait_2000,000816,000816.SZ,智慧农业,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fbe0e1e9a5021a6d0432ca0
