fund_account,asset_prop,exchange_type,stock_code,stock_name,stock_type,current_amount,hold_amount,enable_amount,last_price,cost_price,income_balance,hand_flag,market_value,av_buy_price,av_income_balance,cost_balance,uncome_buy_amount,uncome_sell_amount,entrust_sell_amount,real_buy_amount,real_sell_amount,asset_price,keep_cost_price,assure_ratio
900010001362,7,2,000519,中兵红箭,0,3400.000,11000.000,0.000,10.700,10.166,1815.200,0,36380.000,10.655,-53.050,34564.800,0.000,0.000,0.000,3400.000,11000.000,10.700,10.166,0.650
900010001362,7,1,688005,容百科技,e,760.000,760.000,60.000,52.340,142.484,-68509.530,0,39778.400,47.730,-73659.270,108287.930,0.000,0.000,0.000,700.000,700.000,52.340,142.484,0.560
900010001362,7,2,002108,沧州明珠,0,2500.000,0.000,0.000,4.320,4.331,-26.890,0,10800.000,0.000,0.000,10826.890,0.000,0.000,0.000,2500.000,0.000,4.320,4.331,0.650
900010001362,7,2,002544,杰赛科技,0,100.000,100.000,100.000,15.650,15.973,-32.270,0,1565.000,15.970,0.000,1597.270,0.000,0.000,0.000,0.000,0.000,15.650,15.973,0.610
900010001362,7,2,300136,信维通信,c,500.000,0.000,0.000,39.480,39.767,-143.490,0,19740.000,0.000,0.000,19883.490,0.000,0.000,0.000,500.000,0.000,39.480,39.767,0.700
900010001362,7,1,601519,大智慧,0,1800.000,1800.000,0.000,10.070,10.585,-926.340,0,18126.000,10.188,-575.440,19052.340,0.000,0.000,0.000,1800.000,1800.000,10.070,10.585,0.000
900010001362,7,2,300058,蓝色光标,c,3800.000,3800.000,3800.000,6.160,6.121,148.050,0,23408.000,6.120,0.000,23259.950,0.000,0.000,0.000,0.000,0.000,6.160,6.121,0.650
900010001362,7,2,002392,北京利尔,0,200.000,200.000,200.000,4.170,4.131,7.860,0,834.000,4.130,0.000,826.140,0.000,0.000,0.000,0.000,0.000,4.170,4.131,0.650
900010001362,7,2,000521,长虹美菱,0,41500.000,41500.000,41500.000,4.580,5.048,-19402.670,0,190070.000,4.580,-16123.810,209472.670,0.000,0.000,0.000,0.000,0.000,4.580,5.048,0.610
900010001362,7,2,300752,隆利科技,c,3980.000,3980.000,80.000,43.460,40.740,10825.490,0,172970.800,50.581,59240.060,162145.310,0.000,0.000,0.000,3900.000,3900.000,43.460,40.740,0.620
900010001362,7,2,000957,中通客车,0,987.000,987.000,987.000,7.120,69.344,-61415.110,0,7027.440,7.372,-60598.470,68442.550,0.000,0.000,0.000,0.000,0.000,7.120,69.344,0.570
900010001362,7,1,601567,三星医疗,0,100.000,0.000,0.000,6.410,6.422,-1.160,0,641.000,0.000,0.000,642.160,0.000,0.000,0.000,100.000,0.000,6.410,6.422,0.650
900010001362,7,2,300181,佐力药业,c,200.000,200.000,0.000,6.500,5.729,154.190,0,1300.000,6.230,-3.610,1145.810,0.000,0.000,0.000,200.000,200.000,6.500,5.729,0.580
900010001362,7,2,000425,徐工机械,0,0.000,800.000,0.000,5.880,0.000,-97.480,0,0.000,5.925,-37.810,97.480,0.000,0.000,0.000,0.000,800.000,5.880,5.925,0.700
900010001362,7,2,002668,奥马电器,0,10400.000,10400.000,0.000,4.770,4.560,2186.550,0,49608.000,4.368,-1306.410,47421.450,0.000,0.000,0.000,10400.000,10400.000,4.770,4.560,0.400
900010001362,7,2,000615,奥园美谷,0,17700.000,17700.000,0.000,10.400,8.077,41119.850,0,184080.000,9.640,-23518.530,142960.150,0.000,0.000,0.000,17700.000,17700.000,10.400,8.077,0.000
900010001362,7,2,002918,蒙娜丽莎,0,400.000,400.000,0.000,34.850,28.335,2605.970,0,13940.000,33.320,465.900,11334.030,0.000,0.000,0.000,400.000,400.000,34.850,28.335,0.650
900010001362,7,1,601101,昊华能源,0,8200.000,8200.000,8200.000,3.810,5.438,-13351.070,0,31242.000,4.221,-7620.910,44593.070,0.000,0.000,0.000,0.000,0.000,3.810,5.438,0.000
900010001362,7,2,002430,杭氧股份,0,100.000,0.000,0.000,29.000,29.296,-29.550,0,2900.000,0.000,0.000,2929.550,0.000,0.000,0.000,100.000,0.000,29.000,29.296,0.650
900010001362,7,1,600645,中源协和,0,100.000,100.000,100.000,18.630,18.313,31.690,0,1863.000,18.310,0.000,1831.310,0.000,0.000,0.000,0.000,0.000,18.630,18.313,0.650
900010001362,7,1,600449,宁夏建材,0,100.000,100.000,100.000,13.290,13.362,-7.230,0,1329.000,13.360,0.000,1336.230,0.000,0.000,0.000,0.000,0.000,13.290,13.362,0.650
900010001362,7,1,600199,金种子酒,0,118200.000,110300.000,61700.000,16.200,16.082,13957.890,0,1914840.000,16.471,53648.670,1900882.110,0.000,0.000,0.000,56500.000,48600.000,16.200,16.082,0.000
900010001362,7,2,000830,鲁西化工,0,27600.000,13800.000,13800.000,14.850,14.506,9480.800,0,409860.000,14.859,11500.600,400379.200,0.000,0.000,0.000,13800.000,0.000,14.850,14.506,0.650
900010001362,7,2,300088,长信科技,c,900.000,0.000,0.000,9.290,9.312,-19.480,0,8361.000,0.000,0.000,8380.480,0.000,0.000,0.000,900.000,0.000,9.290,9.312,0.650
900010001362,7,2,002594,比亚迪,0,7100.000,7100.000,7100.000,221.690,191.271,215978.090,0,1573999.000,220.447,180179.820,1358020.910,0.000,0.000,0.000,0.000,0.000,221.690,191.271,0.000
900010001362,7,2,300348,长亮科技,c,100.000,100.000,100.000,19.050,17.049,200.090,0,1905.000,18.435,138.900,1704.910,0.000,0.000,0.000,0.000,0.000,19.050,17.049,0.650
