"证券代码","证券名称","起始日","归还日","到期日","剩余期限","合约数量","日初合约数量","已用数量","合约金额","使用费率","占用利率","预计占用利息","已还利息","展期后到期日","展期次数","违约金率","合约编号","资产账号","账户名称"
"600197	","伊力特","2021-01-19","2021-02-01","2021-02-02","5","4100","4100","0","98974.00","0.00%","8.50%","210.32","0.00","--","0","18.00%","202101190000002124	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600616	","金枫酒业","2021-01-19","2021-01-29","2021-02-01","4","22800","22800","22800","193344.00","0.00%","9.00%","435.02","0.00","--","0","18.00%","202101190000002119	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600893	","航发动力","2021-01-19","2021-02-01","2021-02-02","5","1500","1500","1500","100200.00","0.00%","8.50%","212.93","0.00","--","0","18.00%","202101190000002104	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601919	","中远海控","2021-01-19","2021-01-29","2021-02-01","4","12800","12800","12800","180224.00","0.00%","9.00%","405.50","0.00","--","0","18.00%","202101190000002078	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300059	","东方财富","2021-01-19","2021-01-29","2021-02-01","4","5300","5300","5300","196312.00","0.00%","7.00%","343.55","0.00","--","0","18.00%","202101190000000065	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600862	","中航高科","2021-01-19","2021-01-29","2021-02-01","4","2900","2900","2900","104400.00","0.00%","7.00%","182.70","0.00","--","0","18.00%","202101190000000037	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600827	","百联股份","2021-01-19","2021-01-29","2021-02-01","4","4400","4400","4400","86636.00","0.00%","7.00%","151.61","0.00","--","0","18.00%","202101190000000036	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300059	","东方财富","2021-01-19","2021-01-29","2021-02-01","4","5300","5300","0","196312.00","0.00%","7.00%","343.55","0.00","--","0","18.00%","202101190000000035	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300001	","特锐德","2021-01-18","2021-01-29","2021-02-01","4","1000","1000","1000","35620.00","0.00%","9.00%","89.05","0.00","--","0","18.00%","202101180000001421	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002407	","多氟多","2021-01-18","2021-01-29","2021-02-01","4","10000","10000","10000","212300.00","0.00%","7.00%","412.81","0.00","--","0","18.00%","202101180000001415	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002340	","格林美","2021-01-18","2021-01-29","2021-02-01","4","11900","11900","11900","97699.00","0.00%","8.50%","230.68","0.00","--","0","18.00%","202101180000001414	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600862	","中航高科","2021-01-18","2021-01-29","2021-02-01","4","2700","2700","2700","97443.00","0.00%","8.50%","230.07","0.00","--","0","18.00%","202101180000001407	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600827	","百联股份","2021-01-18","2021-01-29","2021-02-01","4","5600","5600","5600","110040.00","0.00%","8.50%","259.82","0.00","--","0","18.00%","202101180000001406	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000725	","京东方Ａ","2021-01-18","2021-01-29","2021-02-01","4","29500","29500","29500","201780.00","0.00%","9.00%","504.45","0.00","--","0","18.00%","202101180000001352	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603799	","华友钴业","2021-01-18","2021-02-10","2021-02-12","15","1000","1000","1000","83100.00","0.00%","9.00%","207.75","0.00","--","0","18.00%","202101180000001328	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603799	","华友钴业","2021-01-18","2021-01-29","2021-02-01","4","1400","1400","1400","116340.00","0.00%","9.00%","290.85","0.00","--","0","18.00%","202101180000001323	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000100	","TCL科技","2021-01-18","2021-01-28","2021-01-29","1","21500","21500","21500","216935.00","0.00%","9.00%","542.34","0.00","--","0","18.00%","202101180000001306	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600760	","中航沈飞","2021-01-18","2021-01-27","2021-01-28","0","1900","1900","0","162260.00","0.00%","5.00%","225.36","0.00","--","0","18.00%","202101180000000151	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600760	","中航沈飞","2021-01-18","2021-01-27","2021-01-28","0","500","500","0","42700.00","0.00%","5.00%","59.31","0.00","--","0","18.00%","202101180000000150	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300118	","东方日升","2021-01-18","2021-01-28","2021-01-29","1","7700","7700","7700","197428.00","0.00%","7.00%","383.89","0.00","--","0","18.00%","202101180000000149	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002570	","贝因美","2021-01-18","2021-01-28","2021-01-29","1","26900","26900","26900","139880.00","0.00%","7.00%","271.99","0.00","--","0","18.00%","202101180000000148	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002389	","航天彩虹","2021-01-18","2021-02-08","2021-02-09","12","6600","6600","6600","204930.00","0.00%","7.00%","398.48","0.00","--","0","18.00%","202101180000000147	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000738	","航发控制","2021-01-18","2021-01-28","2021-01-29","1","8300","8300","8300","202686.00","0.00%","7.00%","394.11","0.00","--","0","18.00%","202101180000000146	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000733	","振华科技","2021-01-18","2021-02-01","2021-02-02","5","3800","3800","3800","224466.00","0.00%","7.00%","436.46","0.00","--","0","18.00%","202101180000000145	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000733	","振华科技","2021-01-18","2021-01-29","2021-02-01","4","1900","1900","0","112233.00","0.00%","7.00%","218.23","0.00","--","0","18.00%","202101180000000130	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000733	","振华科技","2021-01-18","2021-01-29","2021-02-01","4","1900","1900","0","112233.00","0.00%","8.50%","264.99","0.00","--","0","18.00%","202101180000000125	","960000039239	","鸣石宽墨十一号私募证券投资基金"
