Id,Holding
725,1000
728,1000
793,1000
990,100
2074,500
2241,100
2271,3000
2389,1000
2739,1000
300027,1000
300072,1000
300618,1000
600196,1000
600315,1100
600438,1000
600977,1000
601099,1000
603444,1000
603712,1000
