"证券代码","证券名称","起始日","归还日","到期日","剩余期限","合约数量","日初合约数量","已用数量","合约金额","使用费率","占用利率","预计占用利息","已还利息","展期后到期日","展期次数","违约金率","合约编号","资产账号","账户名称"
"600059	","古越龙山","2021-01-29","2021-02-03","2021-02-04","2","16300","16300","16300","201957.00","0.00%","9.00%","201.96","0.00","--","0","18.00%","202101290000000782	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002796	","世嘉科技","2021-01-29","2021-02-24","2021-02-25","23","16600","16600","16600","197042.00","0.00%","9.00%","197.04","0.00","--","0","18.00%","202101290000000778	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603377	","东方时尚","2021-01-29","2021-02-10","2021-02-11","9","5000","5000","5000","59250.00","0.00%","9.00%","59.25","0.00","--","0","18.00%","202101290000000776	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600185	","格力地产","2021-01-28","2021-02-02","2021-02-03","1","10000","10000","10000","59600.00","0.00%","9.00%","74.50","0.00","--","0","18.00%","202101280000001346	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601766	","中国中车","2021-01-28","2021-02-10","2021-02-11","9","9100","9100","9100","59059.00","0.00%","8.50%","69.72","0.00","--","0","18.00%","202101280000001342	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603799	","华友钴业","2021-01-28","2021-02-23","2021-02-24","22","1900","1900","1900","191615.00","0.00%","9.00%","239.52","0.00","--","0","18.00%","202101280000001309	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601919	","中远海控","2021-01-28","2021-02-10","2021-02-17","15","13900","13900","13900","181117.00","0.00%","5.00%","125.78","0.00","--","0","18.00%","202101280000000088	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300059	","东方财富","2021-01-28","2021-02-10","2021-02-18","16","5400","5400","5400","195480.00","0.00%","7.00%","190.05","0.00","--","0","18.00%","202101280000000087	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300014	","亿纬锂能","2021-01-28","2021-02-19","2021-02-22","20","1800","1800","1800","196200.00","0.00%","7.00%","190.75","0.00","--","0","18.00%","202101280000000086	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000100	","TCL科技","2021-01-28","2021-02-10","2021-02-12","10","15000","15000","15000","133200.00","0.00%","5.00%","92.50","0.00","--","0","18.00%","202101280000000085	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000725	","京东方Ａ","2021-01-28","2021-02-10","2021-02-15","13","28900","28900","28900","184382.00","0.00%","5.00%","128.04","0.00","--","0","18.00%","202101280000000084	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000100	","TCL科技","2021-01-28","2021-02-08","2021-02-09","7","6400","6400","6400","56832.00","0.00%","5.00%","39.47","0.00","--","0","18.00%","202101280000000083	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603026	","石大胜华","2021-01-28","2021-02-09","2021-02-10","8","1300","1300","1300","86320.00","0.00%","7.00%","83.92","0.00","--","0","18.00%","202101280000000043	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002092	","中泰化学","2021-01-28","2021-02-09","2021-02-10","8","11700","11700","11700","96993.00","0.00%","7.00%","94.30","0.00","--","0","18.00%","202101280000000042	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000301	","东方盛虹","2021-01-28","2021-02-09","2021-02-10","8","7000","7000","7000","95970.00","0.00%","7.00%","93.30","0.00","--","0","18.00%","202101280000000041	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000301	","东方盛虹","2021-01-27","2021-02-09","2021-02-10","8","6600","6600","6600","97482.00","0.00%","8.50%","138.10","0.00","--","0","18.00%","202101270000001312	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002092	","中泰化学","2021-01-27","2021-02-09","2021-02-10","8","11600","11600","11600","99644.00","0.00%","8.50%","141.16","0.00","--","0","18.00%","202101270000001308	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603026	","石大胜华","2021-01-27","2021-02-09","2021-02-10","8","1600","1600","1600","110992.00","0.00%","8.50%","157.24","0.00","--","0","18.00%","202101270000001304	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002646	","青青稞酒","2021-01-27","2021-02-05","2021-02-08","6","1000","1000","1000","15550.00","0.00%","9.00%","23.32","0.00","--","0","18.00%","202101270000001299	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300014	","亿纬锂能","2021-01-27","2021-02-19","2021-02-22","20","1900","1900","1900","216277.00","0.00%","7.00%","252.32","0.00","--","0","18.00%","202101270000000139	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600543	","莫高股份","2021-01-27","2021-02-05","2021-02-08","6","1200","1200","1200","9264.00","0.00%","7.00%","10.81","0.00","--","0","18.00%","202101270000000026	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002288	","超华科技","2021-01-26","2021-02-08","2021-02-09","7","10000","10000","10000","81800.00","0.00%","8.50%","135.20","0.00","--","0","18.00%","202101260000000786	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002340	","格林美","2021-01-26","2021-02-08","2021-02-09","7","400","400","400","3392.00","0.00%","9.00%","5.94","0.00","--","0","18.00%","202101260000000782	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600733	","北汽蓝谷","2021-01-26","2021-02-08","2021-02-09","7","9500","9500","9500","94620.00","0.00%","8.50%","156.39","0.00","--","0","18.00%","202101260000000762	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002340	","格林美","2021-01-26","2021-02-08","2021-02-09","7","9800","9800","9800","83104.00","0.00%","9.00%","145.43","0.00","--","0","18.00%","202101260000000741	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002460	","赣锋锂业","2021-01-26","2021-02-08","2021-02-09","7","1400","1400","1400","192360.00","0.00%","9.00%","336.63","0.00","--","0","18.00%","202101260000000652	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600773	","西藏城投","2021-01-25","2021-02-05","2021-02-08","6","22900","22900","22900","210451.00","0.00%","9.00%","420.90","0.00","--","0","18.00%","202101250000001826	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600616	","金枫酒业","2021-01-25","2021-02-05","2021-02-08","6","1200","1200","1200","10188.00","0.00%","9.00%","20.38","0.00","--","0","18.00%","202101250000001818	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300618	","寒锐钴业","2021-01-25","2021-02-05","2021-02-08","6","1400","1400","1400","151508.00","0.00%","9.00%","303.02","0.00","--","0","18.00%","202101250000001812	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300123	","亚光科技","2021-01-25","2021-02-01","2021-02-02","0","16600","16600","0","194552.00","0.00%","9.00%","389.10","0.00","--","0","18.00%","202101250000001810	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300618	","寒锐钴业","2021-01-22","2021-02-10","2021-02-18","16","500","500","500","53655.00","0.00%","9.00%","147.55","0.00","--","0","18.00%","202101220000000957	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002156	","通富微电","2021-01-21","2021-02-03","2021-02-04","2","1600","1600","1600","47440.00","0.00%","8.50%","134.41","0.00","--","0","18.00%","202101210000000960	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000799	","酒鬼酒","2021-01-21","2021-02-03","2021-02-04","2","1200","1200","1200","221280.00","0.00%","8.50%","626.96","0.00","--","0","18.00%","202101210000000951	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603005	","晶方科技","2021-01-21","2021-02-02","2021-02-03","1","2300","2300","2300","200491.00","0.00%","9.00%","601.47","0.00","--","0","18.00%","202101210000000942	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601058	","赛轮轮胎","2021-01-21","2021-02-02","2021-02-03","1","23300","23300","23300","204574.00","0.00%","9.00%","613.72","0.00","--","0","18.00%","202101210000000939	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600967	","内蒙一机","2021-01-21","2021-02-02","2021-02-03","1","10000","10000","10000","121800.00","0.00%","7.00%","284.20","0.00","--","0","18.00%","202101210000000012	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600893	","航发动力","2021-01-21","2021-02-02","2021-02-03","1","1400","1400","1400","102312.00","0.00%","5.00%","170.52","0.00","--","0","18.00%","202101210000000011	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600316	","洪都航空","2021-01-21","2021-02-02","2021-02-03","1","3900","3900","3900","201630.00","0.00%","7.00%","470.47","0.00","--","0","18.00%","202101210000000010	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600776	","东方通信","2021-01-20","2021-02-02","2021-02-03","1","7900","7900","7900","99382.00","0.00%","8.50%","305.05","0.00","--","0","18.00%","202101200000001043	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002156	","通富微电","2021-01-20","2021-02-02","2021-02-03","1","3400","3400","3400","102272.00","0.00%","8.50%","313.92","0.00","--","0","18.00%","202101200000001035	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601766	","中国中车","2021-01-20","2021-02-10","2021-02-16","14","19200","19200","19200","131904.00","0.00%","9.00%","428.69","0.00","--","0","18.00%","202101200000000956	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002460	","赣锋锂业","2021-01-20","2021-02-01","2021-02-02","0","100","100","0","12698.00","0.00%","9.00%","41.27","0.00","--","0","18.00%","202101200000000952	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601919	","中远海控","2021-01-20","2021-02-01","2021-02-02","0","1500","1500","0","21060.00","0.00%","5.00%","38.02","0.00","--","0","18.00%","202101200000000048	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600460	","士兰微","2021-01-20","2021-02-10","2021-02-16","14","4200","4200","4200","108360.00","0.00%","7.00%","273.91","0.00","--","0","18.00%","202101200000000047	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300274	","阳光电源","2021-01-20","2021-02-01","2021-02-02","0","1200","1200","0","110640.00","0.00%","7.00%","279.67","0.00","--","0","18.00%","202101200000000046	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300274	","阳光电源","2021-01-19","2021-02-01","2021-02-02","0","1200","1200","0","100680.00","0.00%","8.50%","332.80","0.00","--","0","18.00%","202101190000002143	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600855	","航天长峰","2021-01-19","2021-02-01","2021-02-02","0","6200","6200","0","95294.00","0.00%","8.50%","315.00","0.00","--","0","18.00%","202101190000002142	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600460	","士兰微","2021-01-19","2021-02-01","2021-02-02","0","3700","3700","0","94720.00","0.00%","8.50%","313.10","0.00","--","0","18.00%","202101190000002126	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600197	","伊力特","2021-01-19","2021-02-01","2021-02-02","0","4100","4100","0","98974.00","0.00%","8.50%","327.16","0.00","--","0","18.00%","202101190000002124	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600893	","航发动力","2021-01-19","2021-02-01","2021-02-02","0","1500","1500","0","100200.00","0.00%","8.50%","331.22","0.00","--","0","18.00%","202101190000002104	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603799	","华友钴业","2021-01-18","2021-02-10","2021-02-12","10","1000","1000","1000","83100.00","0.00%","9.00%","311.63","0.00","--","0","18.00%","202101180000001328	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002389	","航天彩虹","2021-01-18","2021-02-08","2021-02-09","7","6600","6600","6600","204930.00","0.00%","7.00%","597.71","0.00","--","0","18.00%","202101180000000147	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000733	","振华科技","2021-01-18","2021-02-01","2021-02-02","0","3800","3800","0","224466.00","0.00%","7.00%","654.69","0.00","--","0","18.00%","202101180000000145	","960000039239	","鸣石宽墨十一号私募证券投资基金"
