证券代码,证券名称,起始日,归还日,到期日,剩余期限,合约数量,日初合约数量,已用数量,合约金额,使用费率,占用利率,预计占用利息,已还利息,展期后到期日,展期次数,违约金率,合约编号,资产账号,账户名称
300014,亿纬锂能,2021/1/13,2021/1/26,2021/1/27,5,2200,2200,2200,197868,0.00%,8.00%,395.74,0,--,0,18.00%,2.02101E+17,960000039239,鸣石宽墨十一号私募证券投资基金
300315,掌趣科技,2021/1/13,2021/1/26,2021/1/27,5,30000,30000,30000,151800,0.00%,8.00%,303.6,0,--,0,18.00%,2.02101E+17,960000039239,鸣石宽墨十一号私募证券投资基金
